CustomerID,Segment,Age,AgeBand,Gender,Region,Channel,TenureYears,IncomeBand,RiskProfile,Active90D,ProductCount,Has_Deposit,Has_CreditCard,Has_Loan,Has_Wealth,Has_Insurance,TotalAUM_k,CardMonthlySpend_k,LoanBalance_k,AnnualContribution_k,WealthPropensity
101337,大眾理財,34,30-39,女,中區,分行臨櫃,4,<60萬,保守,0,2,1,1,0,0,0,14,22,0,5,26
101338,大眾理財,37,30-39,男,中區,分行臨櫃,3,<60萬,保守,0,4,1,1,1,0,1,20,3,751,12,24
101339,貴賓理財,42,40-49,男,南區,電話行銷,3,60–120萬,穩健,0,4,1,1,0,1,1,4706,100,0,60,68
101340,大眾理財,47,40-49,男,東區,電話行銷,3,<60萬,保守,0,2,1,1,0,0,0,9,26,0,6,29
101341,大眾理財,30,30-39,男,北區,分行臨櫃,3,<60萬,積極,0,1,1,0,0,0,0,10,0,0,1,28
101342,財富管理,60,60+,女,北區,網銀／APP,2,<60萬,保守,0,3,1,1,0,0,1,58,45,0,11,24
101343,大眾理財,34,30-39,女,南區,分行臨櫃,4,<60萬,保守,0,2,1,1,0,0,0,29,11,0,3,24
101344,大眾理財,38,30-39,男,北區,電話行銷,5,<60萬,保守,0,1,1,0,0,0,0,85,0,0,1,28
101345,私人銀行,63,60+,男,北區,電話行銷,5,120–250萬,穩健,1,3,1,0,0,1,1,4560,0,0,37,89
101346,大眾理財,38,30-39,男,北區,理專業務,1,60–120萬,穩健,0,1,1,0,0,0,0,18,0,0,1,34
101347,大眾理財,34,30-39,女,南區,理專業務,5,<60萬,穩健,1,2,1,1,0,0,0,10,5,0,1,37
101348,大眾理財,37,30-39,女,北區,網銀／APP,0,<60萬,保守,0,2,1,1,0,0,0,17,91,0,20,23
101349,大眾理財,47,40-49,女,北區,分行臨櫃,3,<60萬,積極,0,2,1,1,0,0,0,13,20,0,5,42
101350,大眾理財,30,30-39,女,北區,理專業務,1,<60萬,保守,0,2,1,1,0,0,0,22,14,0,3,24
101351,財富管理,42,40-49,女,中區,分行臨櫃,1,60–120萬,保守,1,3,1,1,0,1,0,253,87,0,22,56
101352,財富管理,44,40-49,男,北區,分行臨櫃,2,60–120萬,保守,1,3,1,0,1,1,0,1023,0,20590,277,80
101353,大眾理財,47,40-49,男,南區,網銀／APP,3,<60萬,保守,0,2,1,1,0,0,0,18,11,0,3,36
101354,大眾理財,36,30-39,女,中區,電話行銷,1,<60萬,穩健,1,1,1,0,0,0,0,19,0,0,1,40
101355,貴賓理財,69,60+,女,北區,網銀／APP,1,120–250萬,穩健,0,5,1,1,1,1,1,6005,28,5370,124,77
101356,大眾理財,36,30-39,女,北區,理專業務,0,120–250萬,保守,1,2,1,1,0,0,0,19,13,0,3,69
101357,大眾理財,35,30-39,女,南區,網銀／APP,8,<60萬,積極,0,3,1,1,0,1,0,868,9,0,10,31
101358,大眾理財,36,30-39,女,南區,分行臨櫃,4,<60萬,保守,0,2,1,0,0,1,0,925,0,0,9,32
101359,財富管理,29,20-29,男,北區,網銀／APP,2,60–120萬,保守,1,3,1,1,0,1,0,1139,12,0,13,66
101360,大眾理財,26,20-29,女,北區,電話行銷,4,<60萬,穩健,1,2,1,1,0,0,0,12,7,0,2,31
101361,財富管理,38,30-39,女,北區,分行臨櫃,4,120–250萬,穩健,0,3,1,1,0,0,1,77,17,0,6,69
101362,大眾理財,50,50-59,男,北區,理專業務,4,<60萬,積極,0,1,1,0,0,0,0,30,0,0,1,28
101363,大眾理財,37,30-39,女,北區,網銀／APP,2,<60萬,保守,1,1,1,0,0,0,0,18,0,0,1,43
101364,大眾理財,32,30-39,男,北區,電話行銷,5,<60萬,保守,0,2,1,1,0,0,0,9,12,0,3,30
101365,大眾理財,51,50-59,女,北區,理專業務,1,60–120萬,積極,0,3,1,1,0,1,0,671,2,0,7,30
101366,大眾理財,55,50-59,男,南區,網銀／APP,3,<60萬,穩健,0,2,1,0,1,0,0,22,0,1474,19,37
101367,大眾理財,51,50-59,男,南區,電話行銷,5,<60萬,穩健,0,1,1,0,0,0,0,64,0,0,1,25
101368,大眾理財,28,20-29,女,南區,網銀／APP,3,<60萬,保守,0,1,1,0,0,0,0,11,0,0,1,23
101369,大眾理財,32,30-39,女,中區,電話行銷,9,<60萬,保守,1,2,1,0,1,0,0,20,0,779,10,55
101370,大眾理財,57,50-59,男,中區,理專業務,4,<60萬,積極,0,1,1,0,0,0,0,23,0,0,1,27
101371,大眾理財,40,40-49,男,北區,網銀／APP,4,<60萬,積極,0,2,1,1,0,0,0,15,20,0,5,25
101372,貴賓理財,47,40-49,女,中區,分行臨櫃,4,250萬+,積極,1,4,1,1,1,1,0,1925,206,3991,112,86
101373,大眾理財,45,40-49,女,北區,理專業務,3,<60萬,穩健,1,1,1,0,0,0,0,21,0,0,1,38
101374,財富管理,55,50-59,女,北區,理專業務,9,60–120萬,穩健,0,4,1,1,0,1,1,939,13,0,13,58
101375,私人銀行,48,40-49,男,東區,網銀／APP,4,250萬+,穩健,1,4,1,1,0,1,1,12424,55,0,108,97
101376,大眾理財,40,40-49,女,南區,理專業務,1,<60萬,保守,0,3,1,1,0,0,1,18,13,0,4,24
101377,財富管理,54,50-59,女,北區,網銀／APP,3,120–250萬,穩健,0,2,1,1,0,0,0,28,59,0,13,57
101378,貴賓理財,37,30-39,男,中區,網銀／APP,3,120–250萬,穩健,0,5,1,1,1,1,1,3038,33,1635,54,77
101379,財富管理,44,40-49,男,北區,網銀／APP,6,120–250萬,穩健,0,3,1,1,1,0,0,46,62,4728,75,68
101380,大眾理財,25,20-29,男,北區,分行臨櫃,9,<60萬,保守,0,1,1,0,0,0,0,18,0,0,1,31
101381,大眾理財,27,20-29,男,北區,網銀／APP,0,<60萬,保守,1,4,1,1,1,0,1,23,7,568,10,32
101382,大眾理財,31,30-39,女,北區,網銀／APP,3,<60萬,穩健,1,1,1,0,0,0,0,21,0,0,1,37
101383,大眾理財,43,40-49,男,中區,分行臨櫃,1,<60萬,積極,1,2,1,1,0,0,0,32,27,0,6,46
101384,私人銀行,51,50-59,女,北區,分行臨櫃,9,250萬+,保守,1,4,1,1,0,1,1,13947,118,0,133,95
101385,貴賓理財,42,40-49,女,北區,電話行銷,7,60–120萬,保守,1,4,1,1,1,0,1,1213,86,825,40,93
101386,大眾理財,38,30-39,女,東區,電話行銷,2,<60萬,積極,0,3,1,1,0,0,1,22,2,0,2,20
101387,財富管理,31,30-39,女,中區,理專業務,6,60–120萬,穩健,0,4,1,0,1,1,1,433,0,1692,28,50
101388,大眾理財,42,40-49,女,北區,分行臨櫃,1,<60萬,穩健,0,2,1,1,0,0,0,13,32,0,7,14
101389,貴賓理財,62,60+,男,北區,理專業務,3,250萬+,積極,0,4,1,1,0,1,1,78814,14,0,597,95
101390,大眾理財,37,30-39,男,北區,分行臨櫃,1,<60萬,穩健,0,3,1,1,1,0,0,9,20,608,12,20
101391,貴賓理財,47,40-49,女,北區,分行臨櫃,4,120–250萬,穩健,1,4,1,1,0,1,1,6869,27,0,60,94
101392,財富管理,48,40-49,男,中區,電話行銷,4,120–250萬,穩健,0,3,1,1,0,0,1,465,12,0,7,72
101393,大眾理財,20,20-29,男,南區,網銀／APP,2,60–120萬,穩健,1,3,1,1,0,1,0,119,8,0,4,41
101394,大眾理財,43,40-49,男,北區,電話行銷,3,<60萬,保守,0,2,1,1,0,0,0,56,40,0,9,24
101395,財富管理,78,60+,男,北區,分行臨櫃,6,<60萬,保守,1,3,1,1,0,1,0,5615,45,0,53,35
101396,大眾理財,36,30-39,男,北區,分行臨櫃,3,<60萬,穩健,0,2,1,1,0,0,0,14,12,0,3,27
101397,大眾理財,36,30-39,女,南區,網銀／APP,8,60–120萬,保守,0,2,1,1,0,0,0,7,62,0,14,41
101398,貴賓理財,58,50-59,女,北區,分行臨櫃,5,250萬+,積極,1,4,1,0,1,1,1,7860,0,4174,116,93
101399,大眾理財,56,50-59,女,北區,分行臨櫃,5,<60萬,保守,0,2,1,1,0,0,0,16,8,0,2,28
101400,大眾理財,48,40-49,男,東區,分行臨櫃,0,<60萬,穩健,0,1,1,0,0,0,0,15,0,0,1,18
101401,大眾理財,20,20-29,女,中區,網銀／APP,3,<60萬,保守,1,1,1,0,0,0,0,28,0,0,1,29
101402,大眾理財,44,40-49,男,北區,電話行銷,2,<60萬,保守,0,2,1,1,0,0,0,17,11,0,3,28
101403,貴賓理財,78,60+,女,北區,分行臨櫃,4,120–250萬,保守,1,3,1,1,0,1,0,1119,37,0,18,85
101404,大眾理財,44,40-49,男,北區,網銀／APP,6,<60萬,穩健,1,2,1,0,0,0,1,16,0,0,1,50
101405,大眾理財,25,20-29,男,東區,網銀／APP,10,<60萬,保守,0,2,1,1,0,0,0,22,25,0,6,28
101406,大眾理財,41,40-49,女,北區,網銀／APP,4,<60萬,保守,1,2,1,1,0,0,0,24,7,0,2,37
101407,貴賓理財,35,30-39,男,北區,網銀／APP,1,120–250萬,積極,1,4,1,1,0,1,1,14356,265,0,168,90
101408,大眾理財,51,50-59,男,中區,網銀／APP,1,<60萬,穩健,1,1,1,0,0,0,0,7,0,0,1,45
101409,貴賓理財,39,30-39,男,北區,理專業務,1,250萬+,穩健,0,3,1,1,0,1,0,11280,132,0,115,75
101410,財富管理,44,40-49,女,北區,分行臨櫃,4,60–120萬,穩健,1,3,1,1,1,0,0,48,43,648,18,65
101411,財富管理,34,30-39,女,南區,電話行銷,5,120–250萬,穩健,0,4,1,1,1,1,0,1644,15,3009,56,69
101412,私人銀行,48,40-49,女,北區,分行臨櫃,1,250萬+,保守,0,3,1,1,0,1,0,26936,72,0,219,90
101413,財富管理,60,60+,男,南區,網銀／APP,10,120–250萬,保守,1,2,1,1,0,0,0,36,44,0,10,83
101414,貴賓理財,51,50-59,男,南區,網銀／APP,2,250萬+,保守,0,4,1,1,1,0,1,149,62,3239,58,78
101415,大眾理財,31,30-39,女,北區,分行臨櫃,3,60–120萬,保守,1,2,1,1,0,0,0,25,3,0,1,42
101416,財富管理,31,30-39,男,中區,分行臨櫃,10,60–120萬,穩健,0,4,1,1,0,1,1,830,32,0,16,47
101417,大眾理財,20,20-29,男,南區,分行臨櫃,3,<60萬,積極,0,2,1,0,0,0,1,21,0,0,1,14
101418,大眾理財,24,20-29,女,中區,分行臨櫃,1,60–120萬,穩健,1,1,1,0,0,0,0,10,0,0,1,42
101419,貴賓理財,51,50-59,男,中區,網銀／APP,3,120–250萬,保守,0,4,1,1,0,1,1,13475,85,0,122,69
101420,私人銀行,65,60+,女,北區,分行臨櫃,8,250萬+,穩健,1,2,1,0,0,1,0,24237,0,0,183,99
101421,財富管理,37,30-39,女,北區,電話行銷,7,<60萬,保守,0,3,1,1,0,1,0,714,6,0,8,30
101422,大眾理財,55,50-59,女,中區,理專業務,3,<60萬,保守,0,2,1,0,1,0,0,38,0,1072,14,27
101423,大眾理財,30,30-39,女,北區,分行臨櫃,1,<60萬,保守,0,4,1,1,1,0,1,23,11,2971,42,28
101424,大眾理財,35,30-39,男,北區,分行臨櫃,2,<60萬,穩健,1,1,1,0,0,0,0,10,0,0,1,43
101425,大眾理財,26,20-29,女,北區,網銀／APP,1,<60萬,穩健,1,2,1,0,1,0,0,28,0,12146,158,33
101426,大眾理財,48,40-49,女,北區,理專業務,1,<60萬,穩健,1,1,1,0,0,0,0,28,0,0,1,29
101427,大眾理財,61,60+,女,南區,網銀／APP,1,<60萬,穩健,0,4,1,1,1,1,0,95,14,5931,82,20
101428,大眾理財,20,20-29,女,南區,分行臨櫃,2,60–120萬,穩健,1,2,1,0,1,0,0,6,0,2917,38,56
101429,財富管理,40,40-49,女,南區,理專業務,4,120–250萬,保守,0,3,1,1,0,1,0,972,11,0,11,53
101430,大眾理財,51,50-59,女,北區,網銀／APP,3,<60萬,穩健,0,2,1,0,0,0,1,11,0,0,1,31
101431,貴賓理財,34,30-39,女,北區,網銀／APP,6,60–120萬,保守,1,2,1,0,0,1,0,8008,0,0,62,80
101432,大眾理財,44,40-49,男,南區,理專業務,1,60–120萬,保守,0,1,1,0,0,0,0,12,0,0,1,39
101433,大眾理財,51,50-59,女,北區,理專業務,2,<60萬,穩健,0,1,1,0,0,0,0,12,0,0,1,31
101434,大眾理財,38,30-39,女,中區,網銀／APP,3,<60萬,保守,1,1,1,0,0,0,0,68,0,0,1,36
101435,大眾理財,44,40-49,男,中區,網銀／APP,6,<60萬,穩健,1,2,1,1,0,0,0,43,44,0,10,51
101436,私人銀行,74,60+,女,北區,網銀／APP,1,250萬+,保守,1,4,1,1,0,1,1,3141,133,0,55,89
101437,大眾理財,59,50-59,男,北區,分行臨櫃,0,<60萬,保守,1,1,1,0,0,0,0,46,0,0,1,25
101438,大眾理財,37,30-39,女,中區,網銀／APP,4,<60萬,穩健,0,3,1,1,0,0,1,55,6,0,3,26
101439,貴賓理財,44,40-49,男,北區,分行臨櫃,8,<60萬,穩健,1,2,1,0,0,1,0,4019,0,0,32,75
101440,私人銀行,44,40-49,女,南區,網銀／APP,9,250萬+,保守,1,5,1,1,1,1,1,8681,90,4172,142,84
101441,大眾理財,48,40-49,男,中區,電話行銷,4,60–120萬,穩健,0,4,1,1,0,1,1,80,6,0,5,33
101442,大眾理財,22,20-29,男,北區,理專業務,0,<60萬,保守,0,2,1,0,0,0,1,9,0,0,1,20
101443,大眾理財,35,30-39,女,中區,理專業務,9,250萬+,保守,0,2,1,1,0,0,0,16,9,0,2,65
101444,大眾理財,39,30-39,女,北區,分行臨櫃,5,<60萬,保守,0,1,1,0,0,0,0,13,0,0,1,34
101445,大眾理財,32,30-39,男,北區,分行臨櫃,0,60–120萬,積極,0,2,1,0,0,0,1,14,0,0,1,36
101446,大眾理財,41,40-49,女,東區,網銀／APP,2,60–120萬,保守,1,1,1,0,0,0,0,22,0,0,1,47
101447,貴賓理財,78,60+,男,中區,分行臨櫃,4,250萬+,保守,0,4,1,1,1,1,0,22447,22,6217,256,78
101448,大眾理財,36,30-39,男,中區,分行臨櫃,2,<60萬,保守,1,1,1,0,0,0,0,12,0,0,1,29
101449,財富管理,39,30-39,男,南區,電話行銷,3,60–120萬,穩健,0,3,1,1,0,0,1,41,36,0,9,52
101450,大眾理財,49,40-49,女,中區,網銀／APP,1,<60萬,保守,0,2,1,1,0,0,0,16,8,0,2,22
101451,財富管理,46,40-49,女,北區,分行臨櫃,4,60–120萬,保守,0,3,1,0,1,1,0,1109,0,2456,42,66
101452,大眾理財,53,50-59,女,北區,網銀／APP,6,60–120萬,穩健,0,2,1,0,1,0,0,62,0,984,13,50
101453,貴賓理財,51,50-59,男,北區,理專業務,3,120–250萬,積極,0,2,1,0,0,1,0,3830,0,0,30,76
101454,貴賓理財,47,40-49,男,北區,網銀／APP,6,120–250萬,保守,1,3,1,1,0,1,0,10321,27,0,85,85
101455,大眾理財,20,20-29,女,北區,分行臨櫃,2,<60萬,保守,0,4,1,1,1,1,0,2863,3,1531,44,30
101456,大眾理財,20,20-29,女,中區,網銀／APP,4,<60萬,保守,0,2,1,1,0,0,0,64,38,0,9,20
101457,大眾理財,20,20-29,男,北區,理專業務,2,<60萬,積極,1,2,1,1,0,0,0,15,59,0,13,31
101458,大眾理財,42,40-49,男,中區,分行臨櫃,1,<60萬,穩健,1,2,1,0,0,0,1,13,0,0,1,30
101459,貴賓理財,35,30-39,女,南區,網銀／APP,4,120–250萬,保守,0,3,1,1,0,1,0,1948,31,0,23,75
101460,大眾理財,51,50-59,女,東區,電話行銷,6,<60萬,穩健,0,3,1,1,1,0,0,18,21,1184,20,35
101461,財富管理,44,40-49,男,北區,電話行銷,4,<60萬,保守,0,3,1,1,0,1,0,360,12,0,7,42
101462,大眾理財,35,30-39,女,南區,分行臨櫃,2,120–250萬,保守,1,3,1,1,1,0,0,98,28,2945,45,63
101463,大眾理財,28,20-29,男,南區,理專業務,6,<60萬,積極,0,2,1,1,0,0,0,12,8,0,2,17
101464,大眾理財,44,40-49,女,北區,網銀／APP,6,<60萬,保守,1,3,1,0,1,0,1,18,0,1336,19,54
101465,財富管理,35,30-39,男,北區,分行臨櫃,0,120–250萬,保守,0,2,1,0,0,1,0,1776,0,0,15,45
101466,財富管理,33,30-39,女,北區,分行臨櫃,1,60–120萬,穩健,0,4,1,1,1,1,0,494,16,2931,47,50
101467,大眾理財,51,50-59,男,中區,網銀／APP,5,<60萬,穩健,0,3,1,1,0,0,1,35,22,0,6,25
101468,大眾理財,41,40-49,女,中區,分行臨櫃,3,<60萬,保守,1,2,1,1,0,0,0,24,7,0,2,48
101469,財富管理,41,40-49,女,北區,電話行銷,9,<60萬,穩健,0,4,1,1,1,1,0,1099,150,2021,69,64
101470,大眾理財,45,40-49,男,南區,理專業務,0,<60萬,穩健,0,2,1,0,1,0,0,22,0,1036,14,24
101471,貴賓理財,50,50-59,男,北區,分行臨櫃,6,250萬+,穩健,1,5,1,1,1,1,1,4249,31,4060,94,96
101472,大眾理財,42,40-49,女,北區,電話行銷,4,<60萬,保守,0,2,1,1,0,0,0,17,6,0,2,25
101473,大眾理財,29,20-29,男,南區,理專業務,2,<60萬,保守,0,1,1,0,0,0,0,12,0,0,1,19
101474,大眾理財,60,60+,男,東區,分行臨櫃,4,60–120萬,積極,1,1,1,0,0,0,0,19,0,0,1,44
101475,大眾理財,31,30-39,女,南區,電話行銷,5,<60萬,穩健,0,2,1,1,0,0,0,23,11,0,3,31
101476,大眾理財,55,50-59,男,北區,理專業務,2,<60萬,穩健,0,1,1,0,0,0,0,11,0,0,1,22
101477,大眾理財,35,30-39,女,北區,電話行銷,2,60–120萬,穩健,1,2,1,1,0,0,0,21,7,0,2,50
101478,私人銀行,63,60+,女,北區,網銀／APP,12,120–250萬,保守,0,4,1,1,0,1,1,2213,113,0,44,76
101479,大眾理財,46,40-49,男,北區,理專業務,3,<60萬,積極,1,1,1,0,0,0,0,43,0,0,1,36
101480,大眾理財,50,50-59,男,北區,電話行銷,4,<60萬,穩健,0,2,1,1,0,0,0,9,7,0,2,24
101481,大眾理財,28,20-29,男,南區,分行臨櫃,3,60–120萬,積極,1,3,1,1,0,0,1,7,13,0,4,45
101482,大眾理財,49,40-49,女,中區,分行臨櫃,3,60–120萬,穩健,0,2,1,0,1,0,0,13,0,1426,19,47
101483,大眾理財,58,50-59,男,北區,網銀／APP,2,60–120萬,穩健,0,2,1,1,0,0,0,20,9,0,2,28
101484,大眾理財,35,30-39,女,北區,網銀／APP,4,<60萬,保守,0,2,1,0,0,0,1,14,0,0,1,33
101485,財富管理,44,40-49,女,北區,網銀／APP,2,60–120萬,保守,1,2,1,0,0,1,0,2892,0,0,23,66
101486,大眾理財,32,30-39,女,北區,分行臨櫃,0,<60萬,保守,0,3,1,1,0,0,1,15,20,0,6,17
101487,私人銀行,51,50-59,男,中區,理專業務,6,250萬+,積極,0,4,1,1,0,1,1,10445,26,0,87,95
101488,大眾理財,56,50-59,男,北區,電話行銷,7,<60萬,穩健,0,5,1,1,1,1,1,278,8,3447,51,37
101489,貴賓理財,38,30-39,女,南區,網銀／APP,6,60–120萬,穩健,1,3,1,1,0,1,0,21545,28,0,169,74
101490,大眾理財,27,20-29,女,北區,分行臨櫃,2,<60萬,保守,0,2,1,0,1,0,0,14,0,1424,19,34
101491,大眾理財,55,50-59,女,北區,分行臨櫃,2,<60萬,穩健,0,3,1,1,1,0,0,127,33,537,15,26
101492,財富管理,50,50-59,男,東區,分行臨櫃,3,120–250萬,穩健,1,4,1,1,0,1,1,8425,24,0,71,75
101493,財富管理,67,60+,女,北區,網銀／APP,0,120–250萬,穩健,1,4,1,1,1,0,1,27,46,2023,38,65
101494,財富管理,39,30-39,男,北區,分行臨櫃,9,<60萬,穩健,0,2,1,0,0,0,1,151,0,0,2,44
101495,大眾理財,39,30-39,女,中區,理專業務,2,<60萬,保守,0,2,1,0,0,0,1,12,0,0,1,17
101496,財富管理,36,30-39,女,北區,分行臨櫃,4,60–120萬,穩健,0,3,1,1,0,1,0,1646,51,0,25,51
101497,財富管理,45,40-49,男,北區,分行臨櫃,3,60–120萬,保守,1,2,1,1,0,0,0,20,75,0,16,64
101498,財富管理,24,20-29,女,北區,理專業務,2,<60萬,保守,0,3,1,1,1,0,0,64,10,2039,29,35
101499,大眾理財,45,40-49,女,北區,網銀／APP,6,<60萬,保守,1,2,1,0,0,0,1,164,0,0,3,51
101500,財富管理,47,40-49,男,中區,網銀／APP,1,60–120萬,穩健,1,3,1,0,0,1,1,736,0,0,8,66
101501,財富管理,43,40-49,男,北區,分行臨櫃,6,120–250萬,保守,0,4,1,1,1,1,0,2868,9,1619,46,74
101502,貴賓理財,45,40-49,女,南區,網銀／APP,1,120–250萬,保守,1,3,1,1,0,1,0,5446,13,0,45,94
101503,大眾理財,28,20-29,女,南區,網銀／APP,2,<60萬,穩健,1,2,1,0,0,0,1,13,0,0,1,27
101504,大眾理財,46,40-49,男,北區,理專業務,6,<60萬,保守,1,1,1,0,0,0,0,45,0,0,1,46
101505,財富管理,31,30-39,男,北區,網銀／APP,3,60–120萬,穩健,0,2,1,1,0,0,0,48,22,0,5,52
101506,大眾理財,43,40-49,女,北區,理專業務,4,<60萬,穩健,0,1,1,0,0,0,0,18,0,0,1,37
101507,財富管理,66,60+,男,北區,網銀／APP,2,<60萬,穩健,1,1,1,0,0,0,0,86,0,0,1,36
101508,大眾理財,54,50-59,男,北區,電話行銷,2,<60萬,保守,0,1,1,0,0,0,0,45,0,0,1,20
101509,大眾理財,21,20-29,男,南區,網銀／APP,4,<60萬,保守,0,2,1,1,0,0,0,14,5,0,1,26
101510,財富管理,38,30-39,男,北區,網銀／APP,6,250萬+,保守,0,2,1,1,0,0,0,510,47,0,14,71
101511,大眾理財,42,40-49,男,北區,網銀／APP,7,120–250萬,穩健,1,3,1,0,1,1,0,88,0,736,12,75
101512,大眾理財,37,30-39,男,中區,網銀／APP,2,60–120萬,保守,0,3,1,1,0,0,1,13,16,0,5,32
101513,財富管理,28,20-29,男,南區,分行臨櫃,5,60–120萬,穩健,0,4,1,1,0,1,1,4488,26,0,42,48
101514,財富管理,48,40-49,男,北區,網銀／APP,4,60–120萬,積極,1,2,1,1,0,0,0,44,25,0,6,49
101515,貴賓理財,49,40-49,女,北區,分行臨櫃,7,120–250萬,穩健,0,5,1,1,1,1,1,5704,38,5887,130,81
101516,大眾理財,59,50-59,男,東區,網銀／APP,5,<60萬,保守,1,2,1,1,0,0,0,10,13,0,3,37
101517,大眾理財,35,30-39,男,北區,分行臨櫃,1,<60萬,穩健,0,3,1,1,1,0,0,9,26,1517,26,26
101518,貴賓理財,62,60+,女,中區,分行臨櫃,6,250萬+,保守,1,3,1,0,0,1,1,3079,0,0,26,88
101519,大眾理財,24,20-29,女,中區,分行臨櫃,6,60–120萬,積極,1,3,1,1,0,0,1,31,51,0,13,40
101520,大眾理財,26,20-29,女,北區,分行臨櫃,3,<60萬,保守,0,3,1,1,1,0,0,12,16,9553,128,28
101521,大眾理財,45,40-49,男,北區,分行臨櫃,4,<60萬,穩健,0,3,1,1,1,0,0,17,69,667,24,44
101522,大眾理財,49,40-49,女,北區,分行臨櫃,0,60–120萬,保守,0,1,1,0,0,0,0,13,0,0,1,39
101523,貴賓理財,39,30-39,女,北區,網銀／APP,6,250萬+,穩健,1,3,1,0,1,1,0,8986,0,3126,110,97
101524,財富管理,44,40-49,女,北區,網銀／APP,3,60–120萬,保守,1,4,1,1,1,1,0,375,40,7640,112,75
101525,財富管理,28,20-29,男,南區,理專業務,6,60–120萬,保守,0,3,1,0,0,1,1,1350,0,0,13,44
101526,大眾理財,36,30-39,男,中區,電話行銷,3,<60萬,保守,0,5,1,1,1,1,1,245,6,1182,21,29
101527,大眾理財,47,40-49,男,南區,分行臨櫃,1,<60萬,保守,0,2,1,1,0,0,0,11,12,0,3,30
101528,大眾理財,33,30-39,女,東區,網銀／APP,0,<60萬,保守,1,2,1,0,0,1,0,911,0,0,8,33
101529,大眾理財,35,30-39,男,中區,網銀／APP,9,<60萬,積極,0,3,1,1,0,0,1,8,29,0,8,41
101530,大眾理財,25,20-29,男,北區,網銀／APP,3,<60萬,保守,0,2,1,1,0,0,0,23,15,0,4,12
101531,大眾理財,30,30-39,女,北區,網銀／APP,3,<60萬,穩健,1,2,1,1,0,0,0,25,39,0,9,34
101532,大眾理財,57,50-59,女,中區,網銀／APP,1,60–120萬,保守,0,1,1,0,0,0,0,14,0,0,1,27
101533,大眾理財,38,30-39,女,中區,網銀／APP,2,<60萬,穩健,1,2,1,1,0,0,0,81,50,0,12,42
101534,財富管理,32,30-39,女,北區,網銀／APP,9,60–120萬,積極,0,2,1,0,1,0,0,102,0,1359,19,66
101535,大眾理財,34,30-39,男,中區,電話行銷,3,<60萬,保守,0,2,1,0,0,0,1,12,0,0,1,18
101536,大眾理財,20,20-29,女,北區,分行臨櫃,6,60–120萬,積極,0,3,1,1,0,1,0,542,33,0,13,24
101537,財富管理,32,30-39,男,北區,理專業務,5,60–120萬,穩健,1,3,1,1,0,0,1,48,10,0,4,60
101538,財富管理,58,50-59,男,南區,理專業務,8,60–120萬,穩健,0,3,1,1,1,0,0,50,71,7032,107,61
101539,財富管理,42,40-49,男,北區,分行臨櫃,0,<60萬,保守,0,4,1,1,1,1,0,4056,44,7506,139,47
101540,大眾理財,58,50-59,女,中區,電話行銷,1,<60萬,積極,0,2,1,1,0,0,0,27,49,0,11,13
101541,財富管理,42,40-49,男,中區,電話行銷,4,120–250萬,積極,0,3,1,1,0,0,1,178,27,0,8,65
101542,大眾理財,37,30-39,男,中區,網銀／APP,2,<60萬,保守,1,1,1,0,0,0,0,6,0,0,1,39
101543,大眾理財,45,40-49,男,北區,分行臨櫃,4,<60萬,保守,0,3,1,1,0,0,1,23,8,0,3,29
101544,大眾理財,20,20-29,女,中區,電話行銷,0,<60萬,保守,0,2,1,0,0,1,0,1192,0,0,11,20
101545,大眾理財,40,40-49,女,北區,網銀／APP,0,<60萬,保守,0,2,1,1,0,0,0,10,13,0,3,25
101546,大眾理財,37,30-39,女,中區,分行臨櫃,4,60–120萬,保守,0,1,1,0,0,0,0,20,0,0,1,37
101547,大眾理財,54,50-59,男,北區,網銀／APP,5,<60萬,積極,0,2,1,0,0,0,1,16,0,0,1,32
101548,財富管理,54,50-59,女,東區,網銀／APP,3,120–250萬,積極,0,3,1,0,1,1,0,2846,0,790,33,74
101549,大眾理財,25,20-29,男,南區,分行臨櫃,7,<60萬,保守,1,1,1,0,0,0,0,13,0,0,1,35
101550,大眾理財,51,50-59,男,北區,理專業務,8,<60萬,保守,0,2,1,1,0,0,0,32,16,0,4,30
101551,大眾理財,35,30-39,女,北區,分行臨櫃,2,120–250萬,穩健,0,1,1,0,0,0,0,15,0,0,1,47
101552,大眾理財,28,20-29,女,北區,網銀／APP,2,<60萬,積極,0,2,1,0,0,0,1,160,0,0,3,20
101553,大眾理財,40,40-49,女,中區,網銀／APP,1,60–120萬,穩健,1,2,1,0,1,0,0,23,0,667,9,60
101554,大眾理財,35,30-39,男,中區,分行臨櫃,1,<60萬,積極,0,2,1,0,1,0,0,111,0,5473,72,29
101555,大眾理財,54,50-59,女,中區,電話行銷,4,<60萬,穩健,0,2,1,1,0,0,0,29,39,0,9,29
101556,財富管理,47,40-49,男,南區,網銀／APP,2,250萬+,穩健,1,2,1,0,0,1,0,1084,0,0,10,86
101557,貴賓理財,52,50-59,女,北區,網銀／APP,2,60–120萬,保守,1,4,1,0,1,1,1,5143,0,5045,107,80
101558,大眾理財,47,40-49,女,中區,網銀／APP,1,<60萬,穩健,1,1,1,0,0,0,0,24,0,0,1,43
101559,財富管理,56,50-59,男,北區,理專業務,4,60–120萬,穩健,0,2,1,1,0,0,0,13,24,0,5,51
