CustomerID,YearMonth,AUM_k,CardSpend_k,LoanBalance_k,Contribution_k
100241,2025-09,261,107,0,2
100242,2025-09,96,14,0,0
100243,2025-09,28,0,0,0
100244,2025-09,15,0,0,0
100245,2025-09,6,5,0,0
100246,2025-09,9268,13,0,6
100247,2025-09,15,26,0,0
100248,2025-09,22,9,0,0
100249,2025-09,15,12,0,0
100250,2025-09,6,14,0,0
100251,2025-09,916,2,6577,7
100252,2025-09,2091,37,0,2
100253,2025-09,18,29,1495,2
100254,2025-09,22,0,0,0
100255,2025-09,87,0,0,0
100256,2025-09,94,0,0,0
100257,2025-09,40,10,0,0
100258,2025-09,12,0,0,0
100259,2025-09,23,12,7732,8
100260,2025-09,30,33,1651,2
100261,2025-09,8,8,0,0
100262,2025-09,51,58,0,1
100263,2025-09,14,12,0,0
100264,2025-09,7,0,0,0
100265,2025-09,8328,30,5825,12
100266,2025-09,19,5,0,0
100267,2025-09,14,0,0,0
100268,2025-09,19,12,2725,3
100269,2025-09,26,9,0,0
100270,2025-09,72,26,1470,2
100271,2025-09,26,37,0,0
100272,2025-09,8,8,390,0
100273,2025-09,3369,40,0,3
100274,2025-09,8,6,0,0
100275,2025-09,87,0,0,0
100276,2025-09,14,0,0,0
100277,2025-09,266,0,608,0
100278,2025-09,21,5,1490,1
100279,2025-09,6566,28,0,4
100280,2025-09,208,28,1930,2
100281,2025-09,11,0,0,0
100282,2025-09,21,1,0,0
100283,2025-09,25,0,0,0
100284,2025-09,103,0,0,0
100285,2025-09,23,7,0,0
100286,2025-09,8,0,0,0
100287,2025-09,45,14,5018,5
100288,2025-09,12,8,0,0
100289,2025-09,9,12,0,0
100290,2025-09,43,0,0,0
100291,2025-09,71,29,0,0
100292,2025-09,14,4,0,0
100293,2025-09,895,37,0,1
100294,2025-09,11,4,0,0
100295,2025-09,847,17,0,0
100296,2025-09,6815,44,2848,8
100297,2025-09,1576,30,0,1
100298,2025-09,73,0,0,0
100299,2025-09,1432,0,0,1
100300,2025-09,32,0,0,0
100301,2025-09,62,30,0,0
100302,2025-09,19,17,1262,1
100303,2025-09,16,0,0,0
100304,2025-09,29,0,4794,5
100305,2025-09,1695,14,0,1
100306,2025-09,14,0,0,0
100307,2025-09,27,14,1346,1
100308,2025-09,80,0,3086,3
100309,2025-09,181,14,0,0
100310,2025-09,34,11,0,0
100311,2025-09,11,6,0,0
100312,2025-09,6,6,0,0
100313,2025-09,10,0,0,0
100314,2025-09,6,0,0,0
100315,2025-09,26,14,0,0
100316,2025-09,13,0,0,0
100317,2025-09,10,47,0,0
100318,2025-09,2268,22,1426,3
100319,2025-09,13,5,0,0
100320,2025-09,6217,49,0,4
100321,2025-09,3444,122,0,4
100322,2025-09,311,0,0,0
100323,2025-09,42,0,0,0
100324,2025-09,32,2,0,0
100325,2025-09,218,7,0,0
100326,2025-09,84,0,2763,3
100327,2025-09,16,18,0,0
100328,2025-09,10,11,569,0
100329,2025-09,333,0,0,0
100330,2025-09,32,0,5480,5
100331,2025-09,64,0,0,0
100332,2025-09,41,30,0,0
100333,2025-09,154,9,0,0
100334,2025-09,3904,88,0,4
100335,2025-09,61,16,0,0
100336,2025-09,33,0,0,0
100337,2025-09,17,13,0,0
100338,2025-09,1962,0,1917,3
100339,2025-09,46,20,0,0
100340,2025-09,6522,8,5479,10
100341,2025-09,11,0,0,0
100342,2025-09,1534,46,1905,3
100343,2025-09,50,52,0,0
100344,2025-09,10,0,0,0
100345,2025-09,75,110,8499,11
100346,2025-09,41,13,2064,2
100347,2025-09,3102,122,0,4
100348,2025-09,40,0,0,0
100349,2025-09,57,0,0,0
100350,2025-09,10,0,0,0
100351,2025-09,13,0,0,0
100352,2025-09,14,2,979,1
100353,2025-09,378,0,0,0
100354,2025-09,20,0,0,0
100355,2025-09,11,24,0,0
100356,2025-09,23,0,0,0
100357,2025-09,43,0,0,0
100358,2025-09,963,14,0,0
100359,2025-09,9,9,0,0
100360,2025-09,35,13,0,0
100361,2025-09,447,58,2363,3
100362,2025-09,20,18,0,0
100363,2025-09,26,0,0,0
100364,2025-09,744,0,0,0
100365,2025-09,2601,15,2536,4
100366,2025-09,27,9,0,0
100367,2025-09,917,12,0,1
100368,2025-09,367,0,2155,2
100369,2025-09,10,0,0,0
100370,2025-09,31325,48,1743,22
100371,2025-09,52,10,0,0
100372,2025-09,54,0,0,0
100373,2025-09,24,0,0,0
100374,2025-09,286,0,0,0
100375,2025-09,9,0,0,0
100376,2025-09,10,8,0,0
100377,2025-09,3883,31,0,3
100378,2025-09,15,5,0,0
100379,2025-09,24,17,0,0
100380,2025-09,738,24,0,1
100381,2025-09,11,0,0,0
100382,2025-09,9547,40,8215,15
100383,2025-09,329,26,4072,5
100384,2025-09,17,0,1729,1
100385,2025-09,22,18,0,0
100386,2025-09,10368,16,0,6
100387,2025-09,60,0,2297,2
100388,2025-09,3616,88,0,3
100389,2025-09,13,1,0,0
100390,2025-09,101,9,24405,26
100391,2025-09,2306,36,0,2
100392,2025-09,241,25,0,0
100393,2025-09,11,14,0,0
100394,2025-09,42,0,0,0
100395,2025-09,26,34,0,0
100396,2025-09,10,8,0,0
100397,2025-09,28,11,0,0
100398,2025-09,20,0,0,0
100399,2025-09,15,14,1078,1
100400,2025-09,15,0,0,0
100401,2025-09,30,0,0,0
100402,2025-09,4171,125,0,5
100403,2025-09,37,0,0,0
100404,2025-09,18,4,0,0
100405,2025-09,6589,34,0,4
100406,2025-09,438,42,7838,9
100407,2025-09,16,0,1134,1
100408,2025-09,546,37,0,1
100409,2025-09,18,6,0,0
100410,2025-09,5798,37,3557,8
100411,2025-09,153,18,8093,9
100412,2025-09,1225,24,0,1
100413,2025-09,25,10,0,0
100414,2025-09,2517,20,0,2
100415,2025-09,14,6,0,0
100416,2025-09,22,0,0,0
100417,2025-09,14,14,0,0
100418,2025-09,614,11,0,0
100419,2025-09,27,0,3939,4
100420,2025-09,5626,140,0,6
100421,2025-09,27,27,0,0
100422,2025-09,219,0,0,0
100423,2025-09,10,0,1709,1
100424,2025-09,12,21,0,0
100425,2025-09,12,7,1028,1
100426,2025-09,52,49,0,1
100427,2025-09,7,0,0,0
100428,2025-09,44,14,0,0
100429,2025-09,33,0,0,0
100430,2025-09,282,34,3111,4
100431,2025-09,1584,15,0,1
100432,2025-09,160,25,764,1
100433,2025-09,445,19,0,0
100434,2025-09,1124,0,1259,2
100435,2025-09,23,2,5345,5
100436,2025-09,687,0,0,0
100437,2025-09,12,73,550,1
100438,2025-09,33,9,403,0
100439,2025-09,1129,7,1422,2
100440,2025-09,143,40,0,0
100441,2025-09,235,0,3068,3
100442,2025-09,41,12,0,0
100443,2025-09,48,13,0,0
100444,2025-09,25,3,0,0
100445,2025-09,12,0,0,0
100446,2025-09,497,14,2337,3
100447,2025-09,9699,0,5847,12
100448,2025-09,29,0,3962,4
100449,2025-09,13,0,0,0
100450,2025-09,48,26,0,0
100451,2025-09,17,12,0,0
100452,2025-09,1685,329,0,7
100453,2025-09,1050,6,0,0
100454,2025-09,11,0,3478,3
100455,2025-09,43,0,0,0
100456,2025-09,23,0,1417,1
100457,2025-09,11190,72,0,8
100458,2025-09,28,0,0,0
100459,2025-09,681,18,0,0
100460,2025-09,499,31,0,0
100461,2025-09,8,0,0,0
100462,2025-09,6,5,0,0
100463,2025-09,80,40,0,0
100464,2025-09,24,2,0,0
100465,2025-09,27,9,0,0
100466,2025-09,627,7,0,0
100467,2025-09,14,7,4481,5
100468,2025-09,3044,75,0,3
100469,2025-09,23,13,2097,2
100470,2025-09,30,10,0,0
100471,2025-09,19,0,800,0
100472,2025-09,9,15,0,0
100473,2025-09,27,0,0,0
100474,2025-09,21,0,3837,4
100475,2025-09,27,0,0,0
100476,2025-09,9,7,0,0
100477,2025-09,23,33,4188,5
100478,2025-09,30,8,0,0
100479,2025-09,22,40,0,0
100480,2025-09,11,15,2637,3
100481,2025-09,7,18,0,0
100482,2025-09,10,0,0,0
100483,2025-09,15,21,0,0
100484,2025-09,7,36,0,0
100485,2025-09,37,6,0,0
100486,2025-09,37,37,8198,9
100487,2025-09,15,9,0,0
100488,2025-09,11,2,1590,1
100489,2025-09,15,0,0,0
100490,2025-09,48,0,0,0
100491,2025-09,108,33,0,0
100492,2025-09,287,0,3716,4
100493,2025-09,201,11,0,0
100494,2025-09,9,8,0,0
100495,2025-09,61,0,1674,1
100496,2025-09,6,10,0,0
100497,2025-09,14,0,1087,1
100498,2025-09,17,19,2464,3
100499,2025-09,16,6,0,0
100500,2025-09,19,7,0,0
100501,2025-09,6089,39,0,4
100502,2025-09,3882,16,0,2
100503,2025-09,3182,48,0,3
100504,2025-09,43,0,0,0
100505,2025-09,26,0,0,0
100506,2025-09,65,0,0,0
100507,2025-09,229,0,0,0
100508,2025-09,276,12,0,0
100509,2025-09,10,0,1960,2
100510,2025-09,98,2,0,0
100511,2025-09,14,0,0,0
100512,2025-09,48,8,0,0
100513,2025-09,40,7,0,0
100514,2025-09,332,9,0,0
100515,2025-09,32,0,0,0
100516,2025-09,5,0,0,0
100517,2025-09,13,2,0,0
100518,2025-09,4963,51,0,4
100519,2025-09,8,0,0,0
100520,2025-09,1045,6,0,0
100521,2025-09,129,17,0,0
100522,2025-09,11,0,0,0
100523,2025-09,28,0,1448,1
100524,2025-09,11,14,0,0
100525,2025-09,16,3,0,0
100526,2025-09,26,12,0,0
100527,2025-09,1653,27,0,1
100528,2025-09,5699,0,0,3
100529,2025-09,3005,0,0,2
100530,2025-09,159,0,0,0
100531,2025-09,70,71,0,1
100532,2025-09,146,5,0,0
100533,2025-09,17,0,0,0
100534,2025-09,1700,40,0,1
100535,2025-09,52,0,0,0
100536,2025-09,98,0,0,0
100537,2025-09,18,32,0,0
100538,2025-09,12,10,1167,1
100539,2025-09,30,0,0,0
100540,2025-09,34,22,0,0
100541,2025-09,38495,79,0,25
100542,2025-09,11,0,1759,1
100543,2025-09,44,10,0,0
100544,2025-09,4714,77,2614,7
100545,2025-09,9,0,3378,3
100546,2025-09,39,29,0,0
100547,2025-09,20,9,0,0
100548,2025-09,15,0,0,0
100549,2025-09,8304,12,0,5
100550,2025-09,17,11,0,0
100551,2025-09,16,0,0,0
100552,2025-09,8,0,0,0
100553,2025-09,10,60,0,1
100554,2025-09,1898,28,0,1
100555,2025-09,10,6,0,0
100556,2025-09,12,0,0,0
100557,2025-09,13,0,0,0
100558,2025-09,27,0,725,0
100559,2025-09,16,32,0,0
100560,2025-09,64,10,4848,5
100561,2025-09,493,42,0,1
100562,2025-09,10,0,0,0
100563,2025-09,92,37,0,0
100564,2025-09,1526,23,4323,6
100565,2025-09,211,11,2544,3
100566,2025-09,2766,14,7275,10
100567,2025-09,1418,10,0,1
100568,2025-09,62,0,1353,1
100569,2025-09,24,0,0,0
100570,2025-09,25,0,1394,1
100571,2025-09,50,0,0,0
100572,2025-09,131,16,0,0
100573,2025-09,19,6,0,0
100574,2025-09,59,66,0,1
100575,2025-09,241,4,0,0
100576,2025-09,6,49,0,0
100577,2025-09,3934,58,0,3
100578,2025-09,11,1,701,0
100579,2025-09,64,0,516,0
100580,2025-09,34,17,0,0
100581,2025-09,10,7,0,0
100582,2025-09,7,10,0,0
100583,2025-09,110,64,0,1
100584,2025-09,9,9,0,0
100585,2025-09,1584,17,0,1
100586,2025-09,66,44,1518,2
100587,2025-09,52,4,4065,4
100588,2025-09,25,21,0,0
100589,2025-09,26,19,0,0
100590,2025-09,19,0,0,0
100591,2025-09,1452,52,0,2
100592,2025-09,93,10,0,0
100593,2025-09,13,0,0,0
100594,2025-09,28,0,0,0
100595,2025-09,6,13,0,0
100596,2025-09,15,0,0,0
100597,2025-09,1148,0,0,0
100598,2025-09,50,33,4773,5
100599,2025-09,3371,44,3058,6
100600,2025-09,1592,0,0,1
100601,2025-09,40,7,0,0
100602,2025-09,394,12,0,0
100603,2025-09,19173,35,0,12
100604,2025-09,188,14,0,0
100605,2025-09,20235,34,23240,38
100606,2025-09,309,21,0,0
100607,2025-09,89,46,4619,5
100608,2025-09,360,5,0,0
100609,2025-09,443,0,4936,5
100610,2025-09,24,0,3307,3
100611,2025-09,14,18,0,0
100612,2025-09,55,0,0,0
100613,2025-09,3422,17,3894,6
100614,2025-09,1277,39,0,1
100615,2025-09,6,8,0,0
100616,2025-09,2853,8,0,2
100617,2025-09,37,0,0,0
100618,2025-09,34,64,544,1
100619,2025-09,14,0,0,0
100620,2025-09,7,0,257,0
100621,2025-09,21,0,0,0
100622,2025-09,10,0,0,0
100623,2025-09,5148,59,5355,10
100624,2025-09,15,9,0,0
100625,2025-09,14833,112,8085,20
100626,2025-09,20,17,0,0
100627,2025-09,77,0,0,0
100628,2025-09,613,0,0,0
100629,2025-09,34,0,0,0
100630,2025-09,595,14,0,0
100631,2025-09,839,13,0,0
100632,2025-09,738,38,0,1
100633,2025-09,17,13,0,0
100634,2025-09,11,0,561,0
100635,2025-09,25,0,0,0
100636,2025-09,8,0,0,0
100637,2025-09,5450,0,0,3
100638,2025-09,123,48,995,2
100639,2025-09,953,21,3502,4
100640,2025-09,2211,25,0,2
100641,2025-09,55,94,0,1
100642,2025-09,169,31,0,0
100643,2025-09,12,15,0,0
100644,2025-09,11,0,0,0
100645,2025-09,63,0,0,0
100646,2025-09,450,29,3848,5
100647,2025-09,36,0,0,0
100648,2025-09,25,21,4050,4
100649,2025-09,2982,19,0,2
100650,2025-09,45,1,0,0
100651,2025-09,10,8,1678,1
100652,2025-09,203,0,0,0
100653,2025-09,58,12,4804,5
100654,2025-09,53,71,0,1
100655,2025-09,929,0,7436,8
100656,2025-09,6,62,3469,4
100657,2025-09,43,10,5792,6
100658,2025-09,31,4,0,0
100659,2025-09,454,10,0,0
100660,2025-09,15,4,0,0
100661,2025-09,13,0,0,0
100662,2025-09,5928,119,2323,8
100663,2025-09,24,9,0,0
100664,2025-09,19,3,824,0
100665,2025-09,13,0,0,0
100666,2025-09,1300,59,0,2
100667,2025-09,827,0,0,0
100668,2025-09,29950,22,0,19
100669,2025-09,15,13,0,0
100670,2025-09,9,4,951,1
100671,2025-09,95,10,0,0
100672,2025-09,10,35,3029,3
100673,2025-09,5310,44,0,4
100674,2025-09,471,32,0,1
100675,2025-09,10,18,0,0
100676,2025-09,28,0,0,0
100677,2025-09,1074,18,25724,28
100678,2025-09,18,0,0,0
100679,2025-09,11,12,0,0
100680,2025-09,10,0,0,0
100681,2025-09,6,0,0,0
100682,2025-09,15,11,0,0
100683,2025-09,6,14,0,0
100684,2025-09,234,0,0,0
100685,2025-09,84,0,0,0
100686,2025-09,5,0,0,0
100687,2025-09,27,66,4449,6
100688,2025-09,761,60,0,1
100689,2025-09,306,28,1715,2
100690,2025-09,14,5,0,0
100691,2025-09,9,0,0,0
100692,2025-09,5248,28,0,3
100693,2025-09,9,19,361,0
100694,2025-09,5,7,0,0
100695,2025-09,548,9,0,0
100696,2025-09,13,38,1610,2
100697,2025-09,67,35,0,0
100698,2025-09,14,0,1442,1
100699,2025-09,648,94,1312,3
100700,2025-09,8,12,3198,3
100701,2025-09,27,0,0,0
100702,2025-09,23,0,0,0
100703,2025-09,16,9,0,0
100704,2025-09,10915,31,0,7
100705,2025-09,15,5,0,0
100706,2025-09,37,0,0,0
100707,2025-09,4964,26,2420,6
100708,2025-09,161,20,3096,3
100709,2025-09,21,0,0,0
100710,2025-09,9,0,1671,1
100711,2025-09,17615,120,0,13
100712,2025-09,42,9,1987,2
100713,2025-09,117,0,0,0
100714,2025-09,18603,28,0,12
100715,2025-09,58,15,0,0
100716,2025-09,8,1,0,0
100717,2025-09,27,12,0,0
100718,2025-09,16,0,0,0
100719,2025-09,239,28,0,0
100720,2025-09,4586,338,4773,14
100721,2025-09,15,14,0,0
100722,2025-09,17,0,0,0
100723,2025-09,20,6,0,0
100724,2025-09,758,43,1290,2
100725,2025-09,10,0,430,0
100726,2025-09,37,0,0,0
100727,2025-09,11,6,0,0
100728,2025-09,16,0,0,0
100729,2025-09,14,0,0,0
100730,2025-09,10,0,0,0
100731,2025-09,14,32,0,0
100732,2025-09,9,0,0,0
100733,2025-09,7,0,0,0
100734,2025-09,18,27,0,0
100735,2025-09,55,3,1755,2
100736,2025-09,2589,11,0,2
100737,2025-09,28,0,0,0
100738,2025-09,35,8,0,0
100739,2025-09,18,12,0,0
100740,2025-09,16,4,1655,1
100741,2025-09,9,8,1658,1
100742,2025-09,29,0,2697,2
100743,2025-09,5598,45,0,4
100744,2025-09,10,13,1639,2
100745,2025-09,13,34,0,0
100746,2025-09,8,2,0,0
100747,2025-09,23,0,0,0
100748,2025-09,52,0,0,0
100749,2025-09,501,15,0,0
100750,2025-09,3377,17,1631,4
100751,2025-09,40,15,0,0
100752,2025-09,8,26,0,0
100753,2025-09,6,2,0,0
100754,2025-09,308,0,0,0
100755,2025-09,54,32,0,0
100756,2025-09,14,13,0,0
100757,2025-09,37,0,0,0
100758,2025-09,147,11,0,0
100759,2025-09,109,8,0,0
100760,2025-09,7,0,0,0
100761,2025-09,31,12,2973,3
100762,2025-09,9,0,0,0
100763,2025-09,14,9,0,0
100764,2025-09,46,6,0,0
100765,2025-09,1617,155,0,4
100766,2025-09,9,0,0,0
100767,2025-09,11,0,0,0
100768,2025-09,15,11,1661,2
100769,2025-09,333,0,3010,3
100770,2025-09,948,12,4237,5
100771,2025-09,8,4,0,0
100772,2025-09,15,9,0,0
100773,2025-09,47,0,0,0
100774,2025-09,138,44,3922,5
100775,2025-09,12,0,0,0
100776,2025-09,67,42,1373,2
100777,2025-09,23,6,2196,2
100778,2025-09,31,0,0,0
100779,2025-09,239,8,715,1
100780,2025-09,1693,14,610,2
100781,2025-09,8,0,1270,1
100782,2025-09,1123,0,0,0
100783,2025-09,25,0,0,0
100784,2025-09,7,36,0,0
100785,2025-09,24616,57,5995,23
100786,2025-09,11,0,0,0
100787,2025-09,466,7,0,0
100788,2025-09,23,15,4727,5
100789,2025-09,28,50,5252,6
100790,2025-09,22,6,0,0
100791,2025-09,18,7,0,0
100792,2025-09,6,10,0,0
100793,2025-09,46,0,0,0
100794,2025-09,42,0,0,0
100795,2025-09,33,16,0,0
100796,2025-09,33,0,0,0
100797,2025-09,10,0,0,0
100798,2025-09,38,0,0,0
100799,2025-09,121,0,7500,8
100800,2025-09,227,129,7327,10
100801,2025-09,29,0,0,0
100802,2025-09,10,18,0,0
100803,2025-09,16441,0,0,10
100804,2025-09,9,0,588,0
100805,2025-09,184,0,2970,3
100806,2025-09,8,6,3334,3
100807,2025-09,42,12,0,0
100808,2025-09,35,16,573,0
100809,2025-09,7,7,0,0
100810,2025-09,18070,85,0,13
100811,2025-09,9,7,0,0
100812,2025-09,69,0,0,0
100813,2025-09,13114,91,0,10
100814,2025-09,15,8,0,0
100815,2025-09,11,0,0,0
100816,2025-09,5296,28,2609,6
100817,2025-09,56,0,10394,11
100818,2025-09,17,0,0,0
100819,2025-09,799,0,0,0
100820,2025-09,11,12,0,0
100821,2025-09,80,0,0,0
100822,2025-09,46,0,0,0
100823,2025-09,48,12,0,0
100824,2025-09,130,61,0,1
100825,2025-09,89,0,6163,6
100826,2025-09,48,0,0,0
100827,2025-09,20,0,0,0
100828,2025-09,25,22,2192,2
100829,2025-09,15152,34,5465,16
100830,2025-09,29,4,0,0
100831,2025-09,422,0,0,0
100832,2025-09,29,16,0,0
100833,2025-09,17,12,0,0
100834,2025-09,2093,11,353,2
100835,2025-09,106,70,0,1
100836,2025-09,8,0,0,0
100837,2025-09,702,14,0,0
100838,2025-09,22747,159,0,17
100839,2025-09,18,34,1327,2
100840,2025-09,16,0,0,0
100841,2025-09,372,6,0,0
100842,2025-09,14,33,0,0
100843,2025-09,255,10,0,0
100844,2025-09,14,85,0,1
100845,2025-09,18,5,454,0
100846,2025-09,9398,0,5013,11
100847,2025-09,13,0,0,0
100848,2025-09,202,19,0,0
100849,2025-09,9,6,642,0
100850,2025-09,8133,41,0,5
100851,2025-09,11,6,0,0
100852,2025-09,39,0,1411,1
100853,2025-09,76,9,6054,6
100854,2025-09,1494,8,0,1
100855,2025-09,17,0,0,0
100856,2025-09,21,0,0,0
100857,2025-09,1630,28,0,1
100858,2025-09,5864,34,0,4
100859,2025-09,14,81,1626,3
100860,2025-09,11,0,0,0
100861,2025-09,326,0,0,0
100862,2025-09,2238,12,0,1
100863,2025-09,97,24,0,0
100864,2025-09,71,6,0,0
100865,2025-09,16,7,0,0
100866,2025-09,5600,46,0,4
100867,2025-09,5001,34,0,3
100868,2025-09,132,0,0,0
100869,2025-09,11,4,0,0
100870,2025-09,330,0,0,0
100871,2025-09,1368,19,0,1
100872,2025-09,28,4,0,0
100873,2025-09,87180,17,1903,57
100874,2025-09,384,0,0,0
100875,2025-09,384,0,0,0
100876,2025-09,73,43,6644,8
100877,2025-09,35,0,0,0
100878,2025-09,7,22,1313,1
100879,2025-09,379,0,0,0
100880,2025-09,10,0,0,0
100881,2025-09,139,0,0,0
100882,2025-09,8,0,0,0
100883,2025-09,112,0,0,0
100884,2025-09,28,6,0,0
100885,2025-09,14,0,1856,2
100886,2025-09,10,0,0,0
100887,2025-09,9,14,0,0
100888,2025-09,11,31,753,1
100889,2025-09,9,4,1614,1
100890,2025-09,62,0,9173,9
100891,2025-09,72,0,0,0
100892,2025-09,27808,0,0,17
100893,2025-09,79,8,1173,1
100894,2025-09,15,0,0,0
100895,2025-09,2519,24,0,2
100896,2025-09,4895,0,0,3
100897,2025-09,10,0,0,0
100898,2025-09,6,0,0,0
100899,2025-09,6,14,0,0
100900,2025-09,18,0,0,0
100901,2025-09,7,0,0,0
100902,2025-09,10,0,0,0
100903,2025-09,21,17,0,0
100904,2025-09,5,19,0,0
100905,2025-09,16296,151,2999,16
100906,2025-09,66,8,0,0
100907,2025-09,13,0,0,0
100908,2025-09,11,4,0,0
100909,2025-09,22,0,0,0
100910,2025-09,9,0,0,0
100911,2025-09,4320,12,0,3
100912,2025-09,9506,52,0,7
100913,2025-09,106,55,0,1
100914,2025-09,9919,58,0,7
100915,2025-09,35183,73,0,23
100916,2025-09,6283,136,7798,15
100917,2025-09,14,16,0,0
100918,2025-09,10,0,0,0
100919,2025-09,15,0,0,0
100920,2025-09,210,6,0,0
100921,2025-09,20,35,962,1
100922,2025-09,48,16,0,0
100923,2025-09,9,0,0,0
100924,2025-09,36,5,4027,4
100925,2025-09,24,8,0,0
100926,2025-09,9,0,0,0
100927,2025-09,11,6,0,0
100928,2025-09,2505,43,0,2
100929,2025-09,9,0,0,0
100930,2025-09,55,22,0,0
100931,2025-09,13,0,0,0
100932,2025-09,10,22,0,0
100933,2025-09,9,7,0,0
100934,2025-09,60,55,0,1
100935,2025-09,594,0,0,0
100936,2025-09,11,0,940,1
100937,2025-09,9352,74,9455,17
100938,2025-09,10,16,0,0
100939,2025-09,6579,0,0,4
100940,2025-09,33,9,0,0
100941,2025-09,15,0,3246,3
100942,2025-09,2097,13,0,1
100943,2025-09,9,10,1859,2
100944,2025-09,27,9,3465,3
100945,2025-09,500,14,0,0
100946,2025-09,48,38,0,0
100947,2025-09,173,20,4968,5
100948,2025-09,79,0,0,0
100949,2025-09,52088,0,0,32
100950,2025-09,31,0,0,0
100951,2025-09,41,42,0,0
100952,2025-09,12,8,0,0
100953,2025-09,13,3,0,0
100954,2025-09,17,0,605,0
100955,2025-09,83,0,0,0
100956,2025-09,4520,48,5210,9
100957,2025-09,61,11,2524,3
100958,2025-09,36,40,0,0
100959,2025-09,39,0,0,0
100960,2025-09,17,0,0,0
100961,2025-09,13,0,0,0
100962,2025-09,64,0,0,0
100963,2025-09,7,6,0,0
100964,2025-09,7,32,1137,1
100965,2025-09,6719,57,2863,8
100966,2025-09,15,0,0,0
100967,2025-09,3320,67,0,3
100968,2025-09,6,16,0,0
100969,2025-09,9,20,0,0
100970,2025-09,49,13,0,0
100971,2025-09,42,7,0,0
100972,2025-09,29,20,2991,3
100973,2025-09,10,0,1750,1
100974,2025-09,3245,94,5521,9
100975,2025-09,12,0,0,0
100976,2025-09,10,19,3437,4
100977,2025-09,11,25,904,1
100978,2025-09,15,0,0,0
100979,2025-09,7,18,0,0
100980,2025-09,39,0,0,0
100981,2025-09,10473,70,5491,13
100982,2025-09,41,32,5543,6
100983,2025-09,345,0,0,0
100984,2025-09,28,15,0,0
100985,2025-09,9,14,0,0
100986,2025-09,6726,0,0,4
100987,2025-09,9,13,2017,2
100988,2025-09,17,0,0,0
100989,2025-09,8,12,1737,2
100990,2025-09,55,0,0,0
100991,2025-09,1247,12,0,1
100992,2025-09,73,15,0,0
100993,2025-09,134,0,0,0
100994,2025-09,23,0,0,0
100995,2025-09,17750,42,0,11
100996,2025-09,7,6,0,0
100997,2025-09,391,10,780,1
100998,2025-09,32,59,0,1
100999,2025-09,7953,133,2047,9
101000,2025-09,671,55,0,1
101001,2025-09,1322,12,0,1
101002,2025-09,37,10,0,0
101003,2025-09,9,0,0,0
101004,2025-09,302,17,0,0
101005,2025-09,121,19,0,0
101006,2025-09,16,0,0,0
101007,2025-09,6477,61,0,5
101008,2025-09,23,3,1091,1
101009,2025-09,567,37,0,1
101010,2025-09,41,10,0,0
101011,2025-09,1448,0,158,1
101012,2025-09,15,28,0,0
101013,2025-09,9,19,0,0
101014,2025-09,3520,17,0,2
101015,2025-09,32,3,0,0
101016,2025-09,19,3,0,0
101017,2025-09,116,16,0,0
101018,2025-09,61,8,0,0
101019,2025-09,17,0,0,0
101020,2025-09,7,6,0,0
101021,2025-09,6202,26,0,4
101022,2025-09,1125,0,5217,6
101023,2025-09,15729,78,0,11
101024,2025-09,6,6,0,0
101025,2025-09,579,0,4885,5
101026,2025-09,17,16,0,0
101027,2025-09,6606,36,0,5
101028,2025-09,403,0,0,0
101029,2025-09,48,38,2184,3
101030,2025-09,22,6,0,0
101031,2025-09,39,0,0,0
101032,2025-09,74,118,0,2
101033,2025-09,30,15,1581,2
101034,2025-09,395,0,1049,1
101035,2025-09,27,3,3113,3
101036,2025-09,316,0,0,0
101037,2025-09,20,16,0,0
101038,2025-09,15,0,0,0
101039,2025-09,16,11,1447,1
101040,2025-09,21,0,996,1
101041,2025-09,107,8,0,0
101042,2025-09,4635,22,668,4
101043,2025-09,51,0,8372,9
101044,2025-09,1231,0,0,0
101045,2025-09,8,14,0,0
101046,2025-09,320,34,0,1
101047,2025-09,7,0,0,0
101048,2025-09,17,40,0,0
101049,2025-09,2279,0,4469,6
101050,2025-09,14,10,0,0
101051,2025-09,633,14,729,1
101052,2025-09,20,33,0,0
101053,2025-09,40,4,0,0
101054,2025-09,19,0,0,0
101055,2025-09,6,5,0,0
101056,2025-09,62,0,7342,8
101057,2025-09,7350,33,0,5
101058,2025-09,13,0,0,0
101059,2025-09,20,0,2223,2
101060,2025-09,1687,103,2216,5
101061,2025-09,1641,0,0,1
101062,2025-09,809,8,0,0
101063,2025-09,13,0,0,0
101064,2025-09,1001,27,1759,3
101065,2025-09,22,13,0,0
101066,2025-09,2812,25,0,2
101067,2025-09,41,7,909,1
101068,2025-09,569,0,5161,6
101069,2025-09,65,0,0,0
101070,2025-09,37,0,0,0
101071,2025-09,1777,31,3820,5
101072,2025-09,385,0,251,0
101073,2025-09,9,0,0,0
101074,2025-09,1651,13,0,1
101075,2025-09,10,0,0,0
101076,2025-09,495,22,0,0
101077,2025-09,12,0,1234,1
101078,2025-09,29,22,0,0
101079,2025-09,77,40,0,0
101080,2025-09,8,29,1660,2
101081,2025-09,30,0,0,0
101082,2025-09,6955,14,2404,7
101083,2025-09,2848,67,0,3
101084,2025-09,146,0,1799,2
101085,2025-09,9278,0,0,6
101086,2025-09,34,11,1881,2
101087,2025-09,1130,53,914,2
101088,2025-09,966,42,1603,3
101089,2025-09,7,0,0,0
101090,2025-09,5,13,0,0
101091,2025-09,56,26,0,0
