CustomerID,Segment,_seg,Age,AgeBand,Region,Channel,TenureYears,IncomeBand,RiskProfile,Active90D,ProductCount,Has_Deposit,Has_CreditCard,Has_Loan,Has_Wealth,Has_Insurance,TotalAUM_k,AUM_萬,CardMonthlySpend_k,LoanBalance_k,AnnualContribution_k,Prop_CreditCard,Prop_Loan,Prop_Wealth,Prop_Insurance,WealthPropensity_ML,現有商品
100479,財富管理,1,43,40-49,北區,網銀／APP,3,<60萬,保守,0,2,1,1,0,0,0,23,2,41,0,9,65,59,69,53,69,存卡
100480,大眾理財,0,33,30-39,南區,分行臨櫃,1,<60萬,保守,0,3,1,1,1,0,0,12,1,16,2691,39,43,49,14,41,14,存卡貸
100481,大眾理財,0,36,30-39,中區,網銀／APP,5,<60萬,保守,1,2,1,1,0,0,0,8,1,19,0,4,43,43,15,37,15,存卡
100482,大眾理財,0,32,30-39,北區,網銀／APP,4,60–120萬,保守,1,1,1,0,0,0,0,11,1,0,0,1,46,41,21,39,21,存
100483,大眾理財,0,39,30-39,南區,網銀／APP,2,<60萬,穩健,0,2,1,1,0,0,0,16,2,22,0,5,46,46,17,43,17,存卡
100484,大眾理財,0,59,50-59,北區,分行臨櫃,2,60–120萬,穩健,0,2,1,1,0,0,0,8,1,37,0,8,40,48,19,40,19,存卡
100485,大眾理財,0,34,30-39,北區,分行臨櫃,2,<60萬,積極,1,2,1,1,0,0,0,38,4,7,0,2,39,46,17,39,17,存卡
100486,大眾理財,0,41,40-49,北區,網銀／APP,6,60–120萬,穩健,0,3,1,1,1,0,0,38,4,38,8365,117,45,44,16,45,16,存卡貸
100487,大眾理財,0,59,50-59,北區,網銀／APP,2,<60萬,穩健,1,2,1,1,0,0,0,16,2,10,0,2,43,43,20,38,20,存卡
100488,大眾理財,0,31,30-39,南區,網銀／APP,2,<60萬,積極,1,3,1,1,1,0,0,12,1,3,1623,22,43,44,15,42,15,存卡貸
100489,大眾理財,0,57,50-59,中區,分行臨櫃,4,60–120萬,穩健,1,1,1,0,0,0,0,16,2,0,0,1,37,46,18,40,18,存
100490,大眾理財,0,38,30-39,南區,分行臨櫃,0,<60萬,保守,0,1,1,0,0,0,0,50,5,0,0,1,43,50,18,41,18,存
100491,財富管理,1,63,60+,南區,網銀／APP,3,60–120萬,保守,0,2,1,1,0,0,0,111,11,34,0,8,65,59,67,57,67,存卡
100492,財富管理,1,52,50-59,南區,分行臨櫃,7,60–120萬,保守,1,4,1,0,1,1,1,295,30,0,3792,54,55,60,66,59,66,存貸財保
100493,財富管理,1,47,40-49,北區,網銀／APP,11,120–250萬,保守,0,3,1,1,0,1,0,206,21,12,0,6,62,54,66,59,66,存卡財
100494,大眾理財,0,37,30-39,北區,網銀／APP,1,<60萬,積極,1,2,1,1,0,0,0,10,1,9,0,2,42,42,19,39,19,存卡
100495,財富管理,1,37,30-39,北區,分行臨櫃,6,60–120萬,穩健,0,3,1,0,1,0,1,63,6,0,1708,24,60,61,70,56,70,存貸保
100496,大眾理財,0,38,30-39,南區,網銀／APP,1,<60萬,積極,0,3,1,1,0,0,1,7,1,11,0,4,43,47,19,44,19,存卡保
100497,大眾理財,0,47,40-49,東區,分行臨櫃,10,60–120萬,保守,0,2,1,0,1,0,0,15,2,0,1110,15,42,49,18,43,18,存貸
100498,財富管理,1,43,40-49,南區,網銀／APP,4,60–120萬,積極,1,3,1,1,1,0,0,18,2,20,2515,37,62,57,64,59,64,存卡貸
100499,大眾理財,0,34,30-39,北區,分行臨櫃,4,<60萬,保守,1,2,1,1,0,0,0,17,2,7,0,2,41,45,16,36,16,存卡
100500,大眾理財,0,35,30-39,北區,網銀／APP,0,<60萬,保守,1,2,1,1,0,0,0,20,2,8,0,2,46,41,19,36,19,存卡
100501,財富管理,1,54,50-59,南區,網銀／APP,3,60–120萬,積極,1,3,1,1,0,1,0,6239,624,40,0,57,60,56,68,61,68,存卡財
100502,貴賓理財,2,63,60+,北區,分行臨櫃,9,60–120萬,保守,1,4,1,1,0,1,1,3978,398,17,0,36,71,62,92,68,92,存卡財保
100503,貴賓理財,2,42,40-49,中區,網銀／APP,1,120–250萬,穩健,1,3,1,1,0,1,0,3260,326,50,0,37,74,57,93,71,93,存卡財
100504,大眾理財,0,30,30-39,北區,電話行銷,3,<60萬,保守,1,1,1,0,0,0,0,45,4,0,0,1,43,41,19,38,19,存
100505,大眾理財,0,42,40-49,北區,理專業務,8,<60萬,穩健,0,1,1,0,0,0,0,27,3,0,0,1,41,46,20,41,20,存
100506,財富管理,1,60,60+,中區,分行臨櫃,7,60–120萬,穩健,1,1,1,0,0,0,0,67,7,0,0,1,56,60,66,55,66,存
100507,大眾理財,0,50,50-59,東區,分行臨櫃,4,<60萬,穩健,1,2,1,0,0,1,0,235,24,0,0,3,35,47,22,44,22,存財
100508,財富管理,1,30,30-39,南區,網銀／APP,3,120–250萬,穩健,1,2,1,1,0,0,0,283,28,13,0,5,66,54,67,58,67,存卡
100509,大眾理財,0,35,30-39,北區,理專業務,1,<60萬,穩健,0,3,1,0,1,0,1,11,1,0,2000,27,40,45,24,40,24,存貸保
100510,大眾理財,0,27,20-29,北區,網銀／APP,2,60–120萬,穩健,1,3,1,1,0,1,0,101,10,3,0,3,41,38,18,42,18,存卡財
100511,大眾理財,0,35,30-39,南區,網銀／APP,4,<60萬,穩健,1,2,1,0,0,0,1,15,2,0,0,1,44,46,21,42,21,存保
100512,財富管理,1,61,60+,中區,電話行銷,2,60–120萬,穩健,0,2,1,1,0,0,0,50,5,9,0,2,59,54,64,57,64,存卡
100513,大眾理財,0,22,20-29,北區,分行臨櫃,5,<60萬,保守,0,3,1,1,0,0,1,41,4,8,0,3,42,47,16,38,16,存卡保
100514,大眾理財,0,20,20-29,中區,網銀／APP,3,<60萬,穩健,1,3,1,1,0,1,0,341,34,10,0,6,39,40,15,42,15,存卡財
100515,大眾理財,0,28,20-29,北區,網銀／APP,1,60–120萬,保守,1,1,1,0,0,0,0,33,3,0,0,1,46,41,22,39,22,存
100516,大眾理財,0,41,40-49,北區,網銀／APP,0,<60萬,保守,1,1,1,0,0,0,0,6,1,0,0,1,45,43,23,37,23,存
100517,大眾理財,0,44,40-49,南區,電話行銷,0,<60萬,穩健,0,2,1,1,0,0,0,14,1,3,0,1,43,43,15,43,15,存卡
100518,財富管理,1,48,40-49,中區,網銀／APP,4,60–120萬,穩健,0,4,1,1,0,1,1,5085,508,53,0,52,59,57,70,59,70,存卡財保
100519,大眾理財,0,50,50-59,北區,網銀／APP,6,<60萬,穩健,0,1,1,0,0,0,0,9,1,0,0,1,45,46,21,41,21,存
100520,財富管理,1,24,20-29,北區,網銀／APP,2,120–250萬,積極,1,4,1,1,0,1,1,1071,107,7,0,12,60,51,72,59,72,存卡財保
100521,財富管理,1,57,50-59,東區,分行臨櫃,9,<60萬,穩健,0,3,1,1,0,0,1,133,13,18,0,6,59,64,70,58,70,存卡保
100522,大眾理財,0,34,30-39,中區,理專業務,0,60–120萬,積極,1,2,1,0,0,0,1,12,1,0,0,1,36,42,22,42,22,存保
100523,大眾理財,0,46,40-49,中區,電話行銷,3,60–120萬,穩健,0,2,1,0,1,0,0,29,3,0,1478,20,40,42,16,43,16,存貸
100524,大眾理財,0,23,20-29,北區,理專業務,2,60–120萬,保守,0,2,1,1,0,0,0,12,1,15,0,3,44,41,18,39,18,存卡
100525,大眾理財,0,38,30-39,東區,電話行銷,3,<60萬,穩健,0,3,1,1,0,0,1,17,2,4,0,2,42,43,20,44,20,存卡保
100526,大眾理財,0,40,40-49,南區,分行臨櫃,3,<60萬,保守,1,3,1,1,0,0,1,27,3,13,0,4,41,49,16,39,16,存卡保
100527,貴賓理財,2,62,60+,中區,網銀／APP,4,<60萬,積極,1,4,1,1,0,1,1,1694,169,28,0,22,69,61,93,70,93,存卡財保
100528,私人銀行,3,37,30-39,北區,網銀／APP,5,250萬+,保守,1,3,1,0,0,1,1,5839,584,0,0,47,84,50,99,80,99,存財保
100529,財富管理,1,44,40-49,中區,分行臨櫃,7,<60萬,保守,1,2,1,0,0,1,0,3079,308,0,0,25,55,59,65,55,65,存財
100530,大眾理財,0,26,20-29,南區,網銀／APP,3,<60萬,穩健,1,2,1,0,0,1,0,163,16,0,0,3,41,43,19,45,19,存財
100531,財富管理,1,49,40-49,南區,網銀／APP,0,60–120萬,保守,1,2,1,1,0,0,0,72,7,73,0,16,65,59,70,54,70,存卡
100532,財富管理,1,52,50-59,東區,分行臨櫃,3,120–250萬,保守,0,2,1,1,0,0,0,150,15,6,0,3,63,59,70,58,70,存卡
100533,大眾理財,0,52,50-59,中區,理專業務,2,<60萬,保守,0,2,1,0,0,0,1,18,2,0,0,1,38,47,22,39,22,存保
100534,財富管理,1,38,30-39,北區,分行臨櫃,3,60–120萬,積極,1,3,1,1,0,1,0,1742,174,41,0,24,54,58,67,57,67,存卡財
100535,大眾理財,0,48,40-49,北區,網銀／APP,5,60–120萬,保守,0,1,1,0,0,0,0,54,5,0,0,1,46,44,21,41,21,存
100536,大眾理財,0,52,50-59,南區,電話行銷,1,60–120萬,穩健,0,1,1,0,0,0,0,101,10,0,0,1,42,43,18,45,18,存
100537,大眾理財,0,20,20-29,北區,網銀／APP,3,60–120萬,穩健,1,2,1,1,0,0,0,19,2,33,0,7,46,41,18,39,18,存卡
100538,大眾理財,0,44,40-49,北區,分行臨櫃,8,<60萬,積極,0,3,1,1,1,0,0,13,1,11,1191,18,38,49,14,40,14,存卡貸
100539,大眾理財,0,48,40-49,中區,網銀／APP,6,<60萬,積極,1,1,1,0,0,0,0,31,3,0,0,1,40,45,19,41,19,存
100540,財富管理,1,41,40-49,北區,電話行銷,2,<60萬,積極,1,3,1,1,0,0,1,35,4,23,0,7,58,55,70,55,70,存卡保
100541,私人銀行,3,41,40-49,南區,理專業務,7,120–250萬,保守,1,3,1,1,0,1,0,39438,3944,81,0,315,91,44,98,81,98,存卡財
100542,大眾理財,0,48,40-49,北區,網銀／APP,0,<60萬,穩健,1,2,1,0,1,0,0,12,1,0,1795,24,43,43,23,39,23,存貸
100543,財富管理,1,30,30-39,北區,分行臨櫃,6,60–120萬,穩健,1,2,1,1,0,0,0,46,5,11,0,3,60,57,64,54,64,存卡
100544,私人銀行,3,53,50-59,北區,網銀／APP,2,250萬+,保守,0,4,1,1,1,1,0,4830,483,79,2668,90,84,55,98,80,98,存卡貸財
100545,大眾理財,0,37,30-39,中區,分行臨櫃,3,<60萬,保守,1,2,1,0,1,0,0,10,1,0,3447,45,39,47,16,38,16,存貸
100546,大眾理財,0,45,40-49,南區,電話行銷,2,60–120萬,積極,0,2,1,1,0,0,0,40,4,30,0,7,41,44,15,46,15,存卡
100547,大眾理財,0,31,30-39,北區,網銀／APP,6,<60萬,保守,0,2,1,1,0,0,0,21,2,10,0,2,47,44,16,39,16,存卡
100548,大眾理財,0,30,30-39,北區,電話行銷,3,250萬+,保守,1,2,1,0,0,0,1,16,2,0,0,1,44,44,21,41,21,存保
100549,財富管理,1,45,40-49,北區,理專業務,3,120–250萬,保守,0,3,1,1,0,1,0,8508,851,13,0,68,63,51,70,58,70,存卡財
100550,大眾理財,0,49,40-49,中區,網銀／APP,4,<60萬,保守,0,2,1,1,0,0,0,18,2,12,0,3,44,45,16,39,16,存卡
100551,大眾理財,0,63,60+,東區,理專業務,6,<60萬,積極,0,2,1,0,0,0,1,17,2,0,0,1,37,49,26,45,26,存保
100552,大眾理財,0,21,20-29,南區,網銀／APP,0,120–250萬,保守,1,2,1,0,0,0,1,9,1,0,0,1,48,42,23,43,23,存保
100553,大眾理財,0,41,40-49,北區,分行臨櫃,1,60–120萬,保守,0,2,1,1,0,0,0,11,1,62,0,14,42,49,18,38,18,存卡
100554,貴賓理財,2,38,30-39,中區,電話行銷,15,120–250萬,保守,0,4,1,1,0,1,1,1945,194,29,0,24,72,58,89,73,89,存卡財保
100555,大眾理財,0,49,40-49,北區,網銀／APP,11,<60萬,穩健,1,2,1,1,0,0,0,11,1,7,0,2,44,43,16,39,16,存卡
100556,大眾理財,0,27,20-29,北區,理專業務,1,120–250萬,穩健,0,1,1,0,0,0,0,13,1,0,0,1,44,41,23,43,23,存
100557,大眾理財,0,30,30-39,北區,分行臨櫃,5,<60萬,穩健,0,1,1,0,0,0,0,14,1,0,0,1,42,48,19,40,19,存
100558,大眾理財,0,31,30-39,北區,網銀／APP,1,<60萬,穩健,0,2,1,0,1,0,0,28,3,0,740,10,45,44,21,40,21,存貸
100559,大眾理財,0,37,30-39,北區,理專業務,1,<60萬,穩健,1,3,1,1,0,0,1,17,2,33,0,9,39,44,22,37,22,存卡保
100560,大眾理財,0,41,40-49,南區,分行臨櫃,2,60–120萬,保守,0,3,1,1,1,0,0,66,7,11,4947,67,42,47,13,43,13,存卡貸
100561,大眾理財,0,43,40-49,北區,網銀／APP,5,<60萬,保守,1,3,1,1,0,1,0,506,51,44,0,15,41,43,19,39,19,存卡財
100562,大眾理財,0,37,30-39,南區,網銀／APP,2,<60萬,積極,0,2,1,0,0,0,1,11,1,0,0,1,43,48,22,45,22,存保
100563,財富管理,1,29,20-29,東區,分行臨櫃,8,120–250萬,穩健,1,2,1,1,0,0,0,95,10,38,0,9,62,58,68,58,68,存卡
100564,財富管理,1,52,50-59,中區,分行臨櫃,8,60–120萬,保守,0,4,1,1,1,1,0,1564,156,24,4411,76,55,59,57,58,57,存卡貸財
100565,財富管理,1,43,40-49,北區,電話行銷,3,60–120萬,穩健,0,3,1,1,1,0,0,217,22,12,2596,38,61,53,64,57,64,存卡貸
100566,財富管理,1,56,50-59,南區,分行臨櫃,2,60–120萬,穩健,1,5,1,1,1,1,1,2834,283,15,7423,124,54,58,64,62,64,存卡貸財保
100567,財富管理,1,36,30-39,北區,電話行銷,3,60–120萬,穩健,1,4,1,1,0,1,1,1453,145,11,0,16,56,50,68,57,68,存卡財保
100568,大眾理財,0,20,20-29,北區,電話行銷,3,120–250萬,穩健,1,2,1,0,1,0,0,64,6,0,1381,19,44,38,19,42,19,存貸
100569,大眾理財,0,37,30-39,北區,網銀／APP,2,<60萬,積極,0,1,1,0,0,0,0,25,2,0,0,1,44,46,22,42,22,存
100570,大眾理財,0,52,50-59,南區,網銀／APP,3,<60萬,保守,0,2,1,0,1,0,0,26,3,0,1423,19,46,48,19,42,19,存貸
100571,大眾理財,0,39,30-39,南區,分行臨櫃,2,<60萬,保守,0,2,1,0,0,0,1,52,5,0,0,2,42,51,19,41,19,存保
100572,財富管理,1,41,40-49,南區,電話行銷,1,60–120萬,積極,0,3,1,1,0,0,1,135,14,17,0,6,60,57,66,61,66,存卡保
100573,大眾理財,0,28,20-29,中區,分行臨櫃,9,<60萬,穩健,0,2,1,1,0,0,0,20,2,7,0,2,40,47,12,40,12,存卡
100574,財富管理,1,63,60+,中區,分行臨櫃,2,60–120萬,穩健,1,2,1,1,0,0,0,61,6,68,0,15,56,61,67,53,67,存卡
100575,財富管理,1,32,30-39,南區,理專業務,0,60–120萬,保守,1,3,1,1,0,1,0,247,25,5,0,5,58,52,66,58,66,存卡財
100576,大眾理財,0,30,30-39,南區,網銀／APP,4,<60萬,保守,1,2,1,1,0,0,0,7,1,51,0,11,46,46,17,39,17,存卡
100577,貴賓理財,2,56,50-59,北區,分行臨櫃,2,60–120萬,積極,1,4,1,1,0,1,1,4031,403,60,0,46,68,64,93,70,93,存卡財保
100578,大眾理財,0,20,20-29,東區,理專業務,4,<60萬,保守,0,4,1,1,1,0,1,12,1,2,716,11,43,44,19,41,19,存卡貸保
100579,財富管理,1,58,50-59,南區,分行臨櫃,2,<60萬,穩健,0,2,1,0,1,0,0,66,7,0,527,7,59,64,68,57,68,存貸
100580,大眾理財,0,44,40-49,北區,分行臨櫃,10,<60萬,保守,1,2,1,1,0,0,0,35,4,18,0,4,41,47,15,36,15,存卡
100581,大眾理財,0,47,40-49,北區,網銀／APP,7,<60萬,積極,1,2,1,1,0,0,0,11,1,8,0,2,42,43,17,40,17,存卡
100582,大眾理財,0,44,40-49,北區,電話行銷,2,60–120萬,保守,0,3,1,1,0,0,1,8,1,11,0,4,42,41,18,40,18,存卡保
100583,大眾理財,0,36,30-39,南區,理專業務,4,<60萬,積極,0,4,1,1,0,1,1,113,11,66,0,18,35,49,20,46,20,存卡財保
100584,大眾理財,0,26,20-29,北區,電話行銷,3,60–120萬,保守,1,2,1,1,0,0,0,10,1,10,0,2,43,38,15,38,15,存卡
100585,貴賓理財,2,48,40-49,北區,理專業務,3,250萬+,積極,1,4,1,1,0,1,1,1623,162,18,0,19,70,61,94,73,94,存卡財保
100586,財富管理,1,33,30-39,中區,分行臨櫃,6,120–250萬,保守,1,3,1,1,1,0,0,68,7,46,1549,31,60,58,61,53,61,存卡貸
100587,大眾理財,0,43,40-49,南區,網銀／APP,3,60–120萬,積極,0,4,1,1,1,0,1,54,5,5,4148,57,43,45,17,47,17,存卡貸保
100588,大眾理財,0,46,40-49,南區,分行臨櫃,3,<60萬,穩健,0,2,1,1,0,0,0,26,3,22,0,5,41,50,15,42,15,存卡
100589,大眾理財,0,54,50-59,南區,理專業務,4,<60萬,保守,1,2,1,1,0,0,0,27,3,20,0,5,41,45,17,39,17,存卡
100590,大眾理財,0,42,40-49,北區,理專業務,2,60–120萬,保守,0,1,1,0,0,0,0,20,2,0,0,1,42,43,22,40,22,存
100591,貴賓理財,2,60,60+,北區,網銀／APP,2,120–250萬,穩健,1,4,1,1,0,1,1,1488,149,54,0,26,73,59,95,70,95,存卡財保
100592,大眾理財,0,34,30-39,中區,理專業務,4,<60萬,穩健,0,3,1,1,0,0,1,96,10,11,0,4,39,44,18,40,18,存卡保
100593,大眾理財,0,32,30-39,北區,網銀／APP,5,<60萬,保守,0,1,1,0,0,0,0,14,1,0,0,1,47,45,20,40,20,存
100594,大眾理財,0,43,40-49,中區,分行臨櫃,5,<60萬,保守,1,1,1,0,0,0,0,29,3,0,0,1,39,48,16,37,16,存
100595,大眾理財,0,33,30-39,東區,網銀／APP,5,<60萬,穩健,0,2,1,1,0,0,0,7,1,14,0,3,46,44,19,44,19,存卡
100596,大眾理財,0,40,40-49,中區,理專業務,3,<60萬,穩健,0,2,1,0,0,0,1,16,2,0,0,1,38,46,21,41,21,存保
100597,財富管理,1,32,30-39,中區,網銀／APP,1,60–120萬,穩健,0,2,1,0,0,1,0,1177,118,0,0,10,60,54,70,60,70,存財
100598,財富管理,1,34,30-39,中區,分行臨櫃,16,120–250萬,穩健,0,3,1,1,1,0,0,52,5,34,4870,71,60,60,54,59,54,存卡貸
100599,私人銀行,3,61,60+,南區,理專業務,11,250萬+,保守,1,5,1,1,1,1,1,3454,345,46,3121,79,81,55,98,82,98,存卡貸財保
100600,財富管理,1,53,50-59,北區,網銀／APP,3,60–120萬,保守,1,3,1,0,0,1,1,1631,163,0,0,15,59,54,76,56,76,存財保
100601,大眾理財,0,27,20-29,北區,網銀／APP,5,<60萬,保守,1,2,1,1,0,0,0,41,4,8,0,2,46,42,17,37,17,存卡
100602,財富管理,1,51,50-59,北區,電話行銷,1,60–120萬,積極,1,3,1,1,0,0,1,404,40,13,0,7,58,53,70,56,70,存卡保
100603,貴賓理財,2,44,40-49,中區,網銀／APP,8,120–250萬,保守,1,4,1,1,0,1,1,19643,1964,36,0,158,80,55,92,71,92,存卡財保
100604,財富管理,1,44,40-49,北區,網銀／APP,3,120–250萬,穩健,0,2,1,1,0,0,0,193,19,15,0,5,66,55,70,57,70,存卡
100605,貴賓理財,2,65,60+,北區,分行臨櫃,2,120–250萬,保守,1,5,1,1,1,1,1,20731,2073,35,23712,474,77,58,91,79,91,存卡貸財保
100606,財富管理,1,52,50-59,南區,理專業務,1,120–250萬,保守,0,2,1,1,0,0,0,317,32,22,0,7,63,57,69,57,69,存卡
100607,貴賓理財,2,58,50-59,北區,網銀／APP,7,120–250萬,穩健,0,3,1,1,1,0,0,92,9,48,4713,72,78,62,92,72,92,存卡貸
100608,大眾理財,0,58,50-59,中區,網銀／APP,4,<60萬,穩健,1,4,1,1,0,1,1,369,37,6,0,7,36,42,18,41,18,存卡財保
100609,財富管理,1,36,30-39,北區,理專業務,2,60–120萬,穩健,1,4,1,0,1,1,1,454,45,0,5037,72,54,53,74,59,74,存貸財保
100610,大眾理財,0,27,20-29,北區,分行臨櫃,2,<60萬,保守,0,3,1,0,1,0,1,25,2,0,3375,45,41,49,20,39,20,存貸保
100611,大眾理財,0,30,30-39,北區,理專業務,3,<60萬,積極,0,2,1,1,0,0,0,15,2,19,0,4,40,44,18,41,18,存卡
100612,財富管理,1,41,40-49,北區,電話行銷,2,60–120萬,積極,1,2,1,0,0,0,1,57,6,0,0,2,58,54,73,57,73,存保
100613,貴賓理財,2,24,20-29,東區,理專業務,18,120–250萬,積極,1,5,1,1,1,1,1,3506,351,18,3974,85,72,57,91,77,91,存卡貸財保
100614,私人銀行,3,52,50-59,東區,分行臨櫃,9,60–120萬,保守,0,3,1,1,0,1,0,1309,131,40,0,20,80,54,98,81,98,存卡財
100615,大眾理財,0,32,30-39,中區,網銀／APP,2,60–120萬,穩健,1,3,1,1,0,0,1,7,1,9,0,3,42,41,18,40,18,存卡保
100616,財富管理,1,52,50-59,中區,網銀／APP,8,60–120萬,積極,1,4,1,1,0,1,1,2923,292,9,0,27,55,54,66,59,66,存卡財保
100617,財富管理,1,47,40-49,南區,理專業務,6,<60萬,穩健,1,1,1,0,0,0,0,38,4,0,0,1,60,59,70,57,70,存
100618,大眾理財,0,31,30-39,南區,理專業務,3,60–120萬,保守,0,3,1,1,1,0,0,35,4,66,556,22,43,47,17,41,17,存卡貸
100619,大眾理財,0,44,40-49,北區,網銀／APP,4,<60萬,積極,1,1,1,0,0,0,0,15,2,0,0,1,42,44,22,40,22,存
100620,大眾理財,0,45,40-49,北區,網銀／APP,5,<60萬,穩健,0,3,1,0,1,0,1,8,1,0,263,5,43,46,23,40,23,存貸保
100621,財富管理,1,35,30-39,中區,分行臨櫃,2,60–120萬,穩健,0,1,1,0,0,0,0,22,2,0,0,1,59,60,67,57,67,存
100622,大眾理財,0,32,30-39,東區,網銀／APP,0,<60萬,保守,0,2,1,0,0,0,1,11,1,0,0,1,46,46,26,43,26,存保
100623,私人銀行,3,30,30-39,北區,理專業務,15,250萬+,穩健,1,5,1,1,1,1,1,5275,528,61,5464,127,81,53,98,82,98,存卡貸財保
100624,大眾理財,0,26,20-29,北區,電話行銷,3,<60萬,穩健,0,3,1,1,0,0,1,16,2,10,0,4,42,42,18,41,18,存卡保
100625,私人銀行,3,46,40-49,北區,網銀／APP,5,120–250萬,保守,0,5,1,1,1,1,1,15197,1520,115,8250,249,87,51,98,82,98,存卡貸財保
100626,大眾理財,0,38,30-39,北區,理專業務,1,<60萬,穩健,0,3,1,1,0,0,1,21,2,18,0,5,40,45,22,39,22,存卡保
100627,財富管理,1,33,30-39,中區,分行臨櫃,2,60–120萬,保守,0,2,1,0,0,0,1,79,8,0,0,2,59,60,69,55,69,存保
100628,大眾理財,0,32,30-39,北區,網銀／APP,3,<60萬,保守,1,2,1,0,0,1,0,629,63,0,0,6,41,41,21,40,21,存財
100629,大眾理財,0,24,20-29,東區,網銀／APP,3,<60萬,積極,1,1,1,0,0,0,0,35,4,0,0,1,44,44,23,44,23,存
100630,財富管理,1,45,40-49,南區,網銀／APP,8,60–120萬,保守,0,4,1,1,0,1,1,610,61,15,0,11,61,57,65,60,65,存卡財保
100631,貴賓理財,2,54,50-59,北區,電話行銷,8,120–250萬,保守,1,4,1,1,0,1,1,860,86,14,0,12,72,55,92,70,92,存卡財保
100632,財富管理,1,48,40-49,南區,網銀／APP,7,60–120萬,穩健,1,3,1,1,0,1,0,757,76,39,0,16,60,56,66,60,66,存卡財
100633,大眾理財,0,38,30-39,南區,分行臨櫃,6,60–120萬,穩健,1,2,1,1,0,0,0,18,2,14,0,3,41,46,14,42,14,存卡
100634,大眾理財,0,21,20-29,北區,分行臨櫃,3,60–120萬,穩健,0,2,1,0,1,0,0,12,1,0,573,8,42,46,18,41,18,存貸
100635,大眾理財,0,31,30-39,北區,網銀／APP,8,<60萬,保守,1,1,1,0,0,0,0,26,3,0,0,1,46,44,19,38,19,存
100636,大眾理財,0,33,30-39,南區,網銀／APP,1,60–120萬,穩健,1,1,1,0,0,0,0,9,1,0,0,1,46,43,20,43,20,存
100637,財富管理,1,39,30-39,北區,網銀／APP,8,60–120萬,保守,1,2,1,0,0,1,0,5584,558,0,0,43,63,53,70,57,70,存財
100638,財富管理,1,44,40-49,北區,網銀／APP,0,120–250萬,保守,0,4,1,1,1,0,1,127,13,50,1016,26,66,57,74,54,74,存卡貸保
100639,財富管理,1,59,50-59,北區,分行臨櫃,0,120–250萬,保守,0,4,1,1,1,1,0,977,98,22,3574,60,57,57,68,57,68,存卡貸財
100640,貴賓理財,2,58,50-59,北區,電話行銷,2,250萬+,穩健,1,4,1,1,0,1,1,2266,227,26,0,25,72,60,93,72,93,存卡財保
100641,財富管理,1,33,30-39,中區,網銀／APP,4,120–250萬,穩健,0,3,1,1,0,0,1,57,6,97,0,23,64,60,72,57,72,存卡保
100642,財富管理,1,51,50-59,北區,網銀／APP,0,120–250萬,保守,1,2,1,1,0,0,0,174,17,32,0,8,65,54,73,53,73,存卡
100643,大眾理財,0,45,40-49,中區,網銀／APP,2,<60萬,積極,1,2,1,1,0,0,0,13,1,16,0,4,40,43,17,40,17,存卡
100644,大眾理財,0,29,20-29,北區,分行臨櫃,2,120–250萬,積極,1,1,1,0,0,0,0,12,1,0,0,1,41,44,21,42,21,存
100645,財富管理,1,53,50-59,南區,分行臨櫃,15,60–120萬,保守,0,2,1,0,0,0,1,65,6,0,0,2,61,64,64,58,64,存保
100646,財富管理,1,42,40-49,北區,分行臨櫃,1,<60萬,穩健,0,5,1,1,1,1,1,462,46,30,3927,64,54,61,69,57,69,存卡貸財保
100647,大眾理財,0,22,20-29,南區,電話行銷,3,<60萬,穩健,0,2,1,0,0,0,1,37,4,0,0,2,43,45,18,45,18,存保
100648,大眾理財,0,43,40-49,南區,分行臨櫃,4,<60萬,穩健,0,3,1,1,1,0,0,26,3,22,4133,59,41,50,14,43,14,存卡貸
100649,財富管理,1,46,40-49,北區,分行臨櫃,0,<60萬,穩健,0,3,1,1,0,1,0,3056,306,20,0,29,57,59,68,56,68,存卡財
100650,大眾理財,0,35,30-39,中區,理專業務,7,<60萬,穩健,1,2,1,1,0,0,0,47,5,2,0,1,39,42,15,39,15,存卡
100651,大眾理財,0,37,30-39,北區,網銀／APP,5,<60萬,保守,0,3,1,1,1,0,0,11,1,9,1713,24,46,44,16,39,16,存卡貸
100652,貴賓理財,2,42,40-49,南區,網銀／APP,12,120–250萬,穩健,1,1,1,0,0,0,0,208,21,0,0,2,79,60,92,73,92,存
100653,財富管理,1,50,50-59,中區,網銀／APP,5,<60萬,保守,1,3,1,1,1,0,0,60,6,13,4902,67,61,56,62,54,62,存卡貸
100654,大眾理財,0,37,30-39,北區,分行臨櫃,1,<60萬,保守,0,2,1,1,0,0,0,55,6,73,0,16,42,51,19,37,19,存卡
100655,財富管理,1,45,40-49,北區,分行臨櫃,1,60–120萬,穩健,1,3,1,0,1,1,0,952,95,0,7588,107,55,57,69,60,69,存貸財
100656,大眾理財,0,41,40-49,北區,理專業務,5,60–120萬,保守,0,4,1,1,1,0,1,7,1,64,3540,61,41,46,20,40,20,存卡貸保
100657,財富管理,1,31,30-39,南區,網銀／APP,3,60–120萬,穩健,1,3,1,1,1,0,0,45,4,11,5910,80,64,55,62,60,62,存卡貸
100658,大眾理財,0,28,20-29,南區,電話行銷,0,<60萬,穩健,0,3,1,1,0,0,1,32,3,5,0,3,43,43,16,43,16,存卡保
