HoldingID,CustomerID,ProductCategory,Balance_k,Status
2369,100955,保險,14,持有
2370,100956,存款,1862,持有
2371,100956,信用卡,50,持有
2372,100956,放款,5316,持有
2373,100956,財富管理,3704,持有
2374,100957,存款,35,持有
2375,100957,信用卡,12,持有
2376,100957,放款,2576,持有
2377,100957,保險,27,持有
2378,100958,存款,24,持有
2379,100958,信用卡,41,持有
2380,100959,存款,26,持有
2381,100960,存款,17,持有
2382,100960,保險,13,持有
2383,100961,存款,15,持有
2384,100961,保險,9,持有
2385,100962,存款,36,持有
2386,100963,存款,13,持有
2387,100963,信用卡,7,持有
2388,100964,存款,13,持有
2389,100964,信用卡,33,持有
2390,100964,放款,1161,持有
2391,100965,存款,2763,持有
2392,100965,信用卡,59,持有
2393,100965,放款,2922,持有
2394,100965,財富管理,5507,持有
2395,100966,存款,16,持有
2396,100967,存款,1370,持有
2397,100967,信用卡,69,持有
2398,100967,財富管理,2721,持有
2399,100968,存款,12,持有
2400,100968,信用卡,17,持有
2401,100969,存款,14,持有
2402,100969,信用卡,21,持有
2403,100970,存款,30,持有
2404,100970,信用卡,14,持有
2405,100971,存款,27,持有
2406,100971,信用卡,8,持有
2407,100971,保險,17,持有
2408,100972,存款,22,持有
2409,100972,信用卡,21,持有
2410,100972,放款,3052,持有
2411,100972,保險,28,持有
2412,100973,存款,14,持有
2413,100973,放款,1786,持有
2414,100974,存款,1340,持有
2415,100974,信用卡,97,持有
2416,100974,放款,5634,持有
2417,100974,財富管理,2660,持有
2418,100974,保險,15,持有
2419,100975,存款,15,持有
2420,100975,保險,8,持有
2421,100976,存款,14,持有
2422,100976,信用卡,20,持有
2423,100976,放款,3507,持有
2424,100977,存款,14,持有
2425,100977,信用卡,26,持有
2426,100977,放款,923,持有
2427,100978,存款,16,持有
2428,100978,保險,21,持有
2429,100979,存款,13,持有
2430,100979,信用卡,19,持有
2431,100980,存款,26,持有
2432,100980,保險,36,持有
2433,100981,存款,4302,持有
2434,100981,信用卡,72,持有
2435,100981,放款,5603,持有
2436,100981,財富管理,8584,持有
2437,100981,保險,14,持有
2438,100982,存款,27,持有
2439,100982,信用卡,33,持有
2440,100982,放款,5656,持有
2441,100983,存款,151,持有
2442,100983,財富管理,283,持有
2443,100983,保險,39,持有
2444,100984,存款,21,持有
2445,100984,信用卡,16,持有
2446,100985,存款,14,持有
2447,100985,信用卡,15,持有
2448,100986,存款,2766,持有
2449,100986,財富管理,5512,持有
2450,100987,存款,14,持有
2451,100987,信用卡,14,持有
2452,100987,放款,2058,持有
2453,100987,保險,41,持有
2454,100988,存款,17,持有
2455,100989,存款,13,持有
2456,100989,信用卡,13,持有
2457,100989,放款,1773,持有
2458,100989,保險,30,持有
2459,100990,存款,32,持有
2460,100991,存款,521,持有
2461,100991,信用卡,13,持有
2462,100991,財富管理,1022,持有
2463,100991,保險,41,持有
2464,100992,存款,40,持有
2465,100992,信用卡,16,持有
2466,100993,存款,65,持有
2467,100994,存款,19,持有
2468,100994,保險,32,持有
2469,100995,存款,7284,持有
2470,100995,信用卡,44,持有
2471,100995,財富管理,14548,持有
2472,100996,存款,13,持有
2473,100996,信用卡,7,持有
2474,100997,存款,170,持有
2475,100997,信用卡,11,持有
2476,100997,放款,796,持有
2477,100998,存款,23,持有
2478,100998,信用卡,61,持有
2479,100999,存款,3269,持有
2480,100999,信用卡,137,持有
2481,100999,放款,2089,持有
2482,100999,財富管理,6518,持有
2483,100999,保險,17,持有
2484,101000,存款,285,持有
2485,101000,信用卡,57,持有
2486,101000,財富管理,550,持有
2487,101000,保險,22,持有
2488,101001,存款,552,持有
2489,101001,信用卡,13,持有
2490,101001,財富管理,1084,持有
2491,101001,保險,21,持有
2492,101002,存款,25,持有
2493,101002,信用卡,11,持有
2494,101003,存款,14,持有
2495,101004,存款,134,持有
2496,101004,信用卡,18,持有
2497,101004,財富管理,248,持有
2498,101004,保險,38,持有
2499,101005,存款,59,持有
2500,101005,信用卡,20,持有
2501,101005,保險,11,持有
2502,101006,存款,16,持有
2503,101007,存款,2664,持有
2504,101007,信用卡,63,持有
2505,101007,財富管理,5308,持有
2506,101008,存款,19,持有
2507,101008,信用卡,4,持有
2508,101008,放款,1114,持有
2509,101009,存款,242,持有
2510,101009,信用卡,38,持有
2511,101009,財富管理,464,持有
2512,101009,保險,34,持有
2513,101010,存款,27,持有
2514,101010,信用卡,11,持有
2515,101010,保險,28,持有
2516,101011,存款,603,持有
2517,101011,放款,162,持有
2518,101011,財富管理,1187,持有
2519,101012,存款,16,持有
2520,101012,信用卡,29,持有
2521,101012,保險,9,持有
2522,101013,存款,14,持有
2523,101013,信用卡,20,持有
2524,101014,存款,1452,持有
2525,101014,信用卡,18,持有
2526,101014,財富管理,2885,持有
2527,101015,存款,23,持有
2528,101015,信用卡,4,持有
2529,101016,存款,18,持有
2530,101016,信用卡,4,持有
2531,101017,存款,57,持有
2532,101017,信用卡,17,持有
2533,101017,保險,24,持有
2534,101018,存款,35,持有
2535,101018,信用卡,9,持有
2536,101018,保險,16,持有
2537,101019,存款,17,持有
2538,101019,保險,27,持有
2539,101020,存款,13,持有
2540,101020,信用卡,7,持有
2541,101021,存款,2551,持有
2542,101021,信用卡,27,持有
2543,101021,財富管理,5083,持有
2544,101021,保險,9,持有
2545,101022,存款,471,持有
2546,101022,放款,5323,持有
2547,101022,財富管理,922,持有
2548,101023,存款,6455,持有
2549,101023,信用卡,80,持有
2550,101023,財富管理,12891,持有
2551,101024,存款,12,持有
2552,101024,信用卡,7,持有
2553,101025,存款,247,持有
2554,101025,放款,4985,持有
2555,101026,存款,17,持有
2556,101026,信用卡,17,持有
2557,101027,存款,2717,持有
2558,101027,信用卡,37,持有
2559,101027,財富管理,5414,持有
2560,101027,保險,26,持有
2561,101028,存款,175,持有
2562,101028,財富管理,330,持有
2563,101029,存款,30,持有
2564,101029,信用卡,39,持有
2565,101029,放款,2229,持有
2566,101029,保險,14,持有
2567,101030,存款,19,持有
2568,101030,信用卡,7,持有
2569,101030,保險,8,持有
2570,101031,存款,26,持有
2571,101032,存款,40,持有
2572,101032,信用卡,121,持有
2573,101033,存款,22,持有
2574,101033,信用卡,16,持有
2575,101033,放款,1614,持有
2576,101033,保險,13,持有
2577,101034,存款,172,持有
2578,101034,放款,1071,持有
2579,101035,存款,21,持有
2580,101035,信用卡,4,持有
2581,101035,放款,3177,持有
2582,101036,存款,139,持有
2583,101037,存款,18,持有
2584,101037,信用卡,17,持有
2585,101038,存款,16,持有
2586,101039,存款,16,持有
2587,101039,信用卡,12,持有
2588,101039,放款,1477,持有
2589,101040,存款,18,持有
2590,101040,放款,1017,持有
2591,101041,存款,54,持有
2592,101041,信用卡,9,持有
2593,101041,財富管理,88,持有
2594,101042,存款,1909,持有
2595,101042,信用卡,23,持有
2596,101042,放款,682,持有
2597,101042,財富管理,3799,持有
2598,101043,存款,31,持有
2599,101043,放款,8542,持有
2600,101044,存款,514,持有
2601,101044,財富管理,1009,持有
2602,101045,存款,13,持有
2603,101045,信用卡,15,持有
2604,101046,存款,141,持有
2605,101046,信用卡,35,持有
2606,101046,財富管理,262,持有
2607,101046,保險,40,持有
2608,101047,存款,13,持有
2609,101048,存款,17,持有
2610,101048,信用卡,41,持有
2611,101048,保險,28,持有
2612,101049,存款,944,持有
2613,101049,放款,4560,持有
2614,101049,財富管理,1868,持有
2615,101049,保險,22,持有
2616,101050,存款,16,持有
2617,101050,信用卡,11,持有
2618,101051,存款,269,持有
2619,101051,信用卡,15,持有
2620,101051,放款,744,持有
2621,101051,財富管理,519,持有
2622,101051,保險,33,持有
2623,101052,存款,18,持有
2624,101052,信用卡,34,持有
2625,101053,存款,26,持有
2626,101053,信用卡,5,持有
2627,101054,存款,18,持有
2628,101055,存款,12,持有
2629,101055,信用卡,6,持有
2630,101056,存款,35,持有
2631,101056,放款,7492,持有
2632,101056,保險,36,持有
2633,101057,存款,3022,持有
2634,101057,信用卡,34,持有
2635,101057,財富管理,6024,持有
2636,101058,存款,15,持有
2637,101058,保險,21,持有
2638,101059,存款,18,持有
2639,101059,放款,2269,持有
2640,101060,存款,701,持有
2641,101060,信用卡,106,持有
2642,101060,放款,2261,持有
2643,101060,財富管理,1383,持有
2644,101060,保險,23,持有
2645,101061,存款,682,持有
2646,101061,財富管理,1345,持有
2647,101062,存款,341,持有
2648,101062,信用卡,9,持有
2649,101062,財富管理,663,持有
2650,101062,保險,21,持有
2651,101063,存款,15,持有
2652,101064,存款,420,持有
2653,101064,信用卡,28,持有
2654,101064,放款,1795,持有
2655,101064,財富管理,820,持有
2656,101064,保險,33,持有
2657,101065,存款,19,持有
2658,101065,信用卡,14,持有
2659,101066,存款,1162,持有
2660,101066,信用卡,26,持有
2661,101066,財富管理,2304,持有
2662,101066,保險,30,持有
2663,101067,存款,27,持有
2664,101067,信用卡,8,持有
2665,101067,放款,928,持有
2666,101067,保險,34,持有
2667,101068,存款,243,持有
2668,101068,放款,5266,持有
2669,101068,財富管理,466,持有
2670,101068,保險,7,持有
2671,101069,存款,36,持有
2672,101069,保險,11,持有
2673,101070,存款,25,持有
2674,101071,存款,738,持有
2675,101071,信用卡,32,持有
2676,101071,放款,3898,持有
2677,101071,財富管理,1456,持有
2678,101072,存款,168,持有
2679,101072,放款,257,持有
2680,101072,財富管理,316,持有
2681,101072,保險,20,持有
2682,101073,存款,14,持有
2683,101073,保險,38,持有
2684,101074,存款,686,持有
2685,101074,信用卡,14,持有
2686,101074,財富管理,1353,持有
2687,101074,保險,21,持有
2688,101075,存款,14,持有
2689,101076,存款,213,持有
2690,101076,信用卡,23,持有
2691,101076,財富管理,406,持有
2692,101076,保險,5,持有
2693,101077,存款,15,持有
2694,101077,放款,1260,持有
2695,101077,保險,15,持有
2696,101078,存款,22,持有
2697,101078,信用卡,23,持有
2698,101079,存款,41,持有
2699,101079,信用卡,41,持有
2700,101080,存款,13,持有
2701,101080,信用卡,30,持有
2702,101080,放款,1694,持有
2703,101080,保險,29,持有
2704,101081,存款,22,持有
2705,101082,存款,2860,持有
2706,101082,信用卡,15,持有
2707,101082,放款,2453,持有
2708,101082,財富管理,5700,持有
2709,101083,存款,1177,持有
2710,101083,信用卡,69,持有
2711,101083,財富管理,2334,持有
2712,101084,存款,70,持有
2713,101084,放款,1836,持有
2714,101084,保險,30,持有
2715,101085,存款,3812,持有
2716,101085,財富管理,7604,持有
2717,101085,保險,44,持有
2718,101086,存款,24,持有
2719,101086,信用卡,12,持有
2720,101086,放款,1920,持有
2721,101087,存款,473,持有
2722,101087,信用卡,55,持有
2723,101087,放款,933,持有
2724,101087,財富管理,926,持有
2725,101088,存款,406,持有
2726,101088,信用卡,44,持有
2727,101088,放款,1636,持有
2728,101088,財富管理,792,持有
2729,101088,保險,35,持有
2730,101089,存款,13,持有
2731,101090,存款,12,持有
2732,101090,信用卡,14,持有
2733,101091,存款,33,持有
2734,101091,信用卡,27,持有
2735,101092,存款,78,持有
2736,101092,信用卡,22,持有
2737,101093,存款,30,持有
2738,101094,存款,265,持有
2739,101094,信用卡,26,持有
2740,101094,財富管理,510,持有
2741,101095,存款,15,持有
2742,101096,存款,16,持有
2743,101096,保險,29,持有
2744,101097,存款,14,持有
2745,101098,存款,51,持有
2746,101098,信用卡,12,持有
2747,101099,存款,134,持有
2748,101099,信用卡,25,持有
2749,101100,存款,15,持有
2750,101101,存款,19,持有
2751,101101,放款,4389,持有
2752,101101,保險,26,持有
2753,101102,存款,25,持有
2754,101102,信用卡,14,持有
2755,101102,放款,9722,持有
2756,101102,保險,18,持有
2757,101103,存款,36,持有
2758,101103,信用卡,51,持有
2759,101104,存款,209,持有
2760,101104,信用卡,10,持有
2761,101104,財富管理,399,持有
2762,101105,存款,19,持有
2763,101106,存款,20,持有
2764,101106,信用卡,19,持有
2765,101106,放款,1235,持有
2766,101107,存款,14,持有
2767,101107,信用卡,35,持有
2768,101108,存款,18,持有
2769,101108,信用卡,11,持有
2770,101109,存款,8460,持有
2771,101109,信用卡,28,持有
2772,101109,財富管理,16900,持有
2773,101109,保險,29,持有
2774,101110,存款,17,持有
2775,101110,信用卡,28,持有
2776,101111,存款,14,持有
2777,101112,存款,71,持有
2778,101112,信用卡,5,持有
2779,101112,放款,973,持有
2780,101113,存款,14,持有
2781,101113,信用卡,4,持有
2782,101114,存款,2700,持有
2783,101114,信用卡,54,持有
2784,101114,財富管理,5381,持有
2785,101114,保險,21,持有
2786,101115,存款,2880,持有
2787,101115,信用卡,59,持有
2788,101115,財富管理,5740,持有
2789,101116,存款,14,持有
2790,101116,保險,39,持有
2791,101117,存款,17,持有
2792,101118,存款,381,持有
2793,101118,信用卡,22,持有
2794,101118,財富管理,743,持有
2795,101118,保險,21,持有
2796,101119,存款,17,持有
2797,101119,信用卡,17,持有
2798,101120,存款,1007,持有
2799,101120,信用卡,66,持有
2800,101120,財富管理,1995,持有
2801,101121,存款,626,持有
2802,101121,信用卡,22,持有
2803,101121,財富管理,1233,持有
2804,101121,保險,36,持有
2805,101122,存款,14,持有
2806,101122,信用卡,19,持有
2807,101122,放款,1835,持有
2808,101122,保險,25,持有
2809,101123,存款,75,持有
2810,101123,信用卡,36,持有
2811,101124,存款,18,持有
2812,101125,存款,16,持有
2813,101125,信用卡,2,持有
2814,101126,存款,16,持有
2815,101126,信用卡,9,持有
2816,101127,存款,15,持有
2817,101127,信用卡,19,持有
2818,101128,存款,38,持有
2819,101128,信用卡,106,持有
2820,101128,放款,1108,持有
2821,101128,保險,13,持有
2822,101129,存款,2084,持有
2823,101129,財富管理,4148,持有
2824,101130,存款,2913,持有
2825,101130,信用卡,140,持有
2826,101130,財富管理,5807,持有
2827,101131,存款,5608,持有
2828,101131,信用卡,387,持有
2829,101131,放款,4344,持有
2830,101131,財富管理,11196,持有
2831,101131,保險,37,持有
2832,101132,存款,14,持有
2833,101132,信用卡,12,持有
2834,101133,存款,12,持有
2835,101133,信用卡,57,持有
2836,101133,放款,417,持有
2837,101134,存款,53,持有
2838,101134,信用卡,39,持有
2839,101134,放款,1338,持有
2840,101134,保險,43,持有
2841,101135,存款,12784,持有
2842,101135,信用卡,30,持有
2843,101135,放款,11029,持有
2844,101135,財富管理,25548,持有
2845,101136,存款,19,持有
2846,101136,信用卡,4,持有
2847,101136,保險,12,持有
2848,101137,存款,51,持有
2849,101138,存款,15,持有
2850,101138,放款,2024,持有
2851,101139,存款,14,持有
2852,101140,存款,82,持有
2853,101140,放款,13572,持有
2854,101141,存款,26,持有
2855,101141,信用卡,51,持有
2856,101142,存款,76,持有
2857,101142,信用卡,25,持有
2858,101143,存款,21,持有
2859,101143,信用卡,97,持有
2860,101143,放款,3481,持有
2861,101144,存款,24,持有
2862,101144,信用卡,42,持有
2863,101144,放款,3696,持有
2864,101145,存款,13,持有
2865,101145,信用卡,28,持有
2866,101145,保險,34,持有
2867,101146,存款,40,持有
2868,101147,存款,22,持有
2869,101148,存款,202,持有
2870,101148,信用卡,24,持有
2871,101148,財富管理,385,持有
2872,101149,存款,16,持有
2873,101149,放款,704,持有
2874,101150,存款,1998,持有
2875,101150,信用卡,63,持有
2876,101150,財富管理,3977,持有
2877,101151,存款,20,持有
2878,101151,信用卡,33,持有
2879,101151,放款,418,持有
2880,101152,存款,83,持有
2881,101152,信用卡,226,持有
2882,101152,放款,1102,持有
2883,101153,存款,14,持有
2884,101154,存款,15,持有
2885,101155,存款,14,持有
2886,101156,存款,28,持有
2887,101157,存款,16,持有
2888,101157,信用卡,5,持有
2889,101157,放款,1131,持有
2890,101158,存款,20,持有
2891,101158,信用卡,23,持有
2892,101159,存款,16,持有
2893,101159,信用卡,7,持有
2894,101160,存款,16,持有
2895,101161,存款,33,持有
2896,101161,信用卡,44,持有
2897,101162,存款,52,持有
2898,101162,信用卡,40,持有
2899,101163,存款,46,持有
2900,101163,放款,3168,持有
2901,101163,保險,15,持有
2902,101164,存款,12,持有
2903,101164,信用卡,38,持有
2904,101164,保險,29,持有
2905,101165,存款,16,持有
2906,101165,信用卡,12,持有
2907,101165,放款,1411,持有
2908,101165,保險,24,持有
2909,101166,存款,332,持有
2910,101166,信用卡,51,持有
2911,101166,放款,15955,持有
2912,101166,保險,18,持有
2913,101167,存款,89,持有
2914,101167,信用卡,21,持有
2915,101167,放款,2100,持有
2916,101167,保險,18,持有
2917,101168,存款,16,持有
2918,101169,存款,84,持有
2919,101169,放款,2609,持有
2920,101169,保險,19,持有
2921,101170,存款,32,持有
2922,101170,信用卡,7,持有
2923,101171,存款,16,持有
2924,101172,存款,90,持有
2925,101172,信用卡,37,持有
2926,101173,存款,27,持有
2927,101173,放款,1221,持有
2928,101174,存款,63,持有
2929,101174,信用卡,13,持有
2930,101174,保險,26,持有
2931,101175,存款,23,持有
2932,101175,信用卡,12,持有
2933,101176,存款,266,持有
2934,101176,信用卡,29,持有
2935,101176,財富管理,512,持有
2936,101177,存款,22,持有
2937,101177,放款,2265,持有
2938,101178,存款,16,持有
2939,101178,信用卡,7,持有
2940,101179,存款,14,持有
2941,101179,信用卡,3,持有
2942,101180,存款,31,持有
2943,101180,信用卡,19,持有
2944,101181,存款,503,持有
2945,101181,放款,1983,持有
2946,101181,財富管理,987,持有
2947,101182,存款,18,持有
2948,101182,信用卡,31,持有
2949,101183,存款,144,持有
2950,101183,財富管理,268,持有
2951,101183,保險,16,持有
2952,101184,存款,13,持有
2953,101184,信用卡,11,持有
2954,101185,存款,15,持有
2955,101185,信用卡,7,持有
2956,101186,存款,60,持有
2957,101186,信用卡,32,持有
2958,101186,放款,6662,持有
2959,101186,保險,38,持有
2960,101187,存款,16,持有
2961,101187,信用卡,11,持有
2962,101188,存款,3541,持有
2963,101188,信用卡,88,持有
2964,101188,放款,1805,持有
2965,101188,財富管理,7062,持有
2966,101188,保險,13,持有
2967,101189,存款,18,持有
2968,101189,信用卡,30,持有
2969,101190,存款,1430,持有
2970,101190,信用卡,14,持有
2971,101190,財富管理,2840,持有
2972,101190,保險,36,持有
2973,101191,存款,13,持有
2974,101191,信用卡,9,持有
2975,101191,放款,2879,持有
2976,101192,存款,16,持有
2977,101193,存款,1831,持有
2978,101193,信用卡,107,持有
2979,101193,放款,35115,持有
2980,101193,財富管理,3643,持有
2981,101193,保險,14,持有
2982,101194,存款,23792,持有
2983,101194,信用卡,30,持有
2984,101194,財富管理,47564,持有
2985,101194,保險,42,持有
2986,101195,存款,5290,持有
2987,101195,財富管理,10560,持有
2988,101195,保險,43,持有
2989,101196,存款,13,持有
2990,101196,放款,1395,持有
2991,101197,存款,28,持有
2992,101198,存款,489,持有
2993,101198,信用卡,9,持有
2994,101198,財富管理,959,持有
2995,101199,存款,13,持有
2996,101200,存款,181,持有
2997,101200,信用卡,23,持有
2998,101200,放款,1778,持有
2999,101200,財富管理,343,持有
3000,101201,存款,28,持有
3001,101201,信用卡,8,持有
3002,101202,存款,19,持有
3003,101202,信用卡,14,持有
3004,101203,存款,22,持有
3005,101203,放款,1388,持有
3006,101204,存款,2248,持有
3007,101204,信用卡,19,持有
3008,101204,財富管理,4477,持有
3009,101204,保險,35,持有
3010,101205,存款,21,持有
3011,101205,信用卡,43,持有
3012,101205,保險,21,持有
3013,101206,存款,15,持有
3014,101206,信用卡,10,持有
3015,101206,放款,1654,持有
3016,101206,保險,28,持有
3017,101207,存款,18,持有
3018,101207,信用卡,13,持有
3019,101208,存款,14,持有
3020,101208,信用卡,8,持有
3021,101208,放款,513,持有
3022,101209,存款,41,持有
3023,101209,信用卡,26,持有
3024,101210,存款,13,持有
3025,101211,存款,190,持有
3026,101211,信用卡,27,持有
3027,101211,財富管理,360,持有
3028,101211,保險,33,持有
3029,101212,存款,40,持有
3030,101212,信用卡,13,持有
3031,101212,保險,8,持有
3032,101213,存款,76,持有
3033,101213,信用卡,4,持有
3034,101214,存款,13,持有
3035,101214,信用卡,8,持有
3036,101215,存款,22,持有
3037,101215,信用卡,8,持有
3038,101215,保險,35,持有
3039,101216,存款,17,持有
3040,101216,信用卡,19,持有
3041,101216,放款,388,持有
3042,101217,存款,18,持有
3043,101217,信用卡,7,持有
3044,101217,放款,2101,持有
3045,101218,存款,25,持有
3046,101218,信用卡,3,持有
3047,101218,保險,32,持有
3048,101219,存款,24,持有
3049,101219,信用卡,6,持有
3050,101219,保險,11,持有
3051,101220,存款,15,持有
3052,101220,保險,30,持有
3053,101221,存款,14,持有
3054,101222,存款,29,持有
3055,101222,信用卡,15,持有
3056,101223,存款,5611,持有
3057,101223,信用卡,30,持有
3058,101223,財富管理,11203,持有
3059,101224,存款,20,持有
3060,101224,信用卡,30,持有
3061,101224,保險,42,持有
3062,101225,存款,18,持有
3063,101226,存款,4593,持有
3064,101226,信用卡,9,持有
3065,101226,財富管理,9166,持有
3066,101226,保險,30,持有
3067,101227,存款,13,持有
3068,101227,信用卡,4,持有
3069,101228,存款,28,持有
3070,101228,放款,135,持有
3071,101229,存款,1699,持有
3072,101229,信用卡,69,持有
3073,101229,財富管理,3378,持有
3074,101229,保險,28,持有
3075,101230,存款,15,持有
3076,101230,信用卡,6,持有
3077,101230,保險,23,持有
3078,101231,存款,402,持有
3079,101231,財富管理,784,持有
3080,101232,存款,25,持有
3081,101232,信用卡,20,持有
3082,101233,存款,13,持有
3083,101233,信用卡,10,持有
3084,101234,存款,1047,持有
3085,101234,信用卡,27,持有
3086,101234,財富管理,2074,持有
3087,101235,存款,20,持有
3088,101235,放款,722,持有
3089,101236,存款,12,持有
3090,101236,信用卡,5,持有
3091,101237,存款,20,持有
3092,101237,信用卡,47,持有
3093,101237,保險,26,持有
3094,101238,存款,15,持有
3095,101238,信用卡,7,持有
3096,101239,存款,25,持有
3097,101240,存款,14,持有
3098,101240,信用卡,19,持有
3099,101241,存款,2008,持有
3100,101241,財富管理,3996,持有
3101,101242,存款,88,持有
3102,101242,財富管理,157,持有
3103,101243,存款,14,持有
3104,101243,信用卡,17,持有
3105,101244,存款,12,持有
3106,101245,存款,24,持有
3107,101245,信用卡,11,持有
3108,101245,保險,17,持有
3109,101246,存款,329,持有
3110,101246,信用卡,5,持有
3111,101246,放款,1724,持有
3112,101246,財富管理,638,持有
3113,101246,保險,20,持有
3114,101247,存款,17,持有
3115,101247,信用卡,24,持有
3116,101248,存款,18,持有
3117,101248,保險,18,持有
3118,101249,存款,940,持有
3119,101249,財富管理,1861,持有
3120,101250,存款,4702,持有
3121,101250,信用卡,26,持有
3122,101250,放款,10046,持有
3123,101250,財富管理,9384,持有
3124,101250,保險,14,持有
3125,101251,存款,18,持有
3126,101251,信用卡,11,持有
3127,101252,存款,17,持有
3128,101252,信用卡,17,持有
3129,101253,存款,30,持有
3130,101253,信用卡,14,持有
3131,101254,存款,13,持有
3132,101254,放款,512,持有
3133,101254,保險,10,持有
3134,101255,存款,40,持有
3135,101255,財富管理,61,持有
3136,101255,保險,44,持有
3137,101256,存款,48,持有
3138,101257,存款,32,持有
3139,101257,信用卡,19,持有
3140,101258,存款,20,持有
3141,101258,信用卡,50,持有
3142,101258,放款,4369,持有
3143,101258,保險,37,持有
3144,101259,存款,17,持有
3145,101259,信用卡,45,持有
3146,101260,存款,6727,持有
3147,101260,信用卡,175,持有
3148,101260,放款,1781,持有
3149,101260,財富管理,13435,持有
3150,101260,保險,32,持有
3151,101261,存款,260,持有
3152,101261,放款,679,持有
3153,101261,財富管理,500,持有
3154,101262,存款,13,持有
3155,101262,信用卡,21,持有
3156,101263,存款,15,持有
3157,101263,信用卡,18,持有
3158,101263,放款,3104,持有
3159,101264,存款,2350,持有
3160,101264,信用卡,132,持有
3161,101264,財富管理,4680,持有
3162,101264,保險,43,持有
3163,101265,存款,25,持有
3164,101266,存款,1236,持有
3165,101266,信用卡,18,持有
3166,101266,放款,574,持有
3167,101266,財富管理,2453,持有
3168,101267,存款,15,持有
3169,101267,保險,36,持有
3170,101268,存款,7737,持有
3171,101268,信用卡,332,持有
3172,101268,放款,786,持有
3173,101268,財富管理,15454,持有
3174,101268,保險,37,持有
3175,101269,存款,14,持有
3176,101269,信用卡,39,持有
3177,101270,存款,15,持有
3178,101270,信用卡,8,持有
3179,101271,存款,3674,持有
3180,101271,信用卡,25,持有
3181,101271,財富管理,7328,持有
3182,101271,保險,34,持有
3183,101272,存款,14,持有
3184,101272,信用卡,11,持有
3185,101273,存款,21,持有
3186,101273,信用卡,14,持有
3187,101273,放款,2497,持有
3188,101274,存款,23,持有
3189,101274,信用卡,16,持有
3190,101274,保險,25,持有
3191,101275,存款,15,持有
3192,101275,信用卡,4,持有
3193,101276,存款,17,持有
3194,101276,信用卡,8,持有
3195,101276,保險,38,持有
3196,101277,存款,15,持有
3197,101278,存款,14,持有
3198,101278,放款,901,持有
3199,101279,存款,42,持有
3200,101279,信用卡,24,持有
3201,101279,保險,12,持有
3202,101280,存款,35,持有
3203,101281,存款,14,持有
3204,101281,保險,7,持有
3205,101282,存款,20,持有
3206,101282,放款,1978,持有
3207,101283,存款,18,持有
3208,101284,存款,20,持有
3209,101284,信用卡,15,持有
3210,101285,存款,2627,持有
3211,101285,信用卡,36,持有
3212,101285,財富管理,5234,持有
3213,101286,存款,2342,持有
3214,101286,信用卡,77,持有
3215,101286,財富管理,4664,持有
3216,101286,保險,44,持有
3217,101287,存款,16,持有
3218,101287,信用卡,5,持有
3219,101287,放款,593,持有
3220,101288,存款,15,持有
3221,101288,信用卡,13,持有
3222,101288,保險,8,持有
3223,101289,存款,16,持有
3224,101289,保險,33,持有
3225,101290,存款,19,持有
3226,101290,放款,2377,持有
3227,101290,保險,33,持有
3228,101291,存款,14,持有
3229,101291,信用卡,9,持有
3230,101291,保險,35,持有
3231,101292,存款,1974,持有
3232,101292,信用卡,22,持有
3233,101292,財富管理,3929,持有
3234,101293,存款,20,持有
3235,101293,放款,1582,持有
3236,101293,保險,7,持有
3237,101294,存款,12,持有
3238,101294,保險,12,持有
3239,101295,存款,16,持有
3240,101295,信用卡,7,持有
3241,101295,保險,43,持有
3242,101296,存款,757,持有
3243,101296,財富管理,1494,持有
3244,101297,存款,18,持有
3245,101297,保險,40,持有
3246,101298,存款,14,持有
3247,101298,信用卡,31,持有
3248,101298,保險,14,持有
3249,101299,存款,54,持有
3250,101299,信用卡,40,持有
3251,101300,存款,12,持有
3252,101300,保險,8,持有
3253,101301,存款,18,持有
3254,101301,信用卡,8,持有
3255,101302,存款,15,持有
3256,101303,存款,37,持有
3257,101304,存款,13,持有
3258,101304,信用卡,8,持有
3259,101304,放款,1114,持有
3260,101305,存款,28,持有
3261,101305,信用卡,14,持有
3262,101305,保險,31,持有
3263,101306,存款,191,持有
3264,101306,信用卡,69,持有
3265,101306,放款,1102,持有
3266,101306,財富管理,362,持有
3267,101306,保險,5,持有
3268,101307,存款,14,持有
3269,101307,信用卡,6,持有
3270,101308,存款,38,持有
3271,101308,信用卡,65,持有
3272,101309,存款,25,持有
3273,101310,存款,16365,持有
3274,101310,信用卡,64,持有
3275,101310,放款,8888,持有
3276,101310,財富管理,32711,持有
3277,101311,存款,14,持有
3278,101311,信用卡,15,持有
3279,101312,存款,2826,持有
3280,101312,財富管理,5632,持有
3281,101312,保險,30,持有
3282,101313,存款,101,持有
3283,101313,財富管理,183,持有
3284,101314,存款,15,持有
3285,101315,存款,17,持有
3286,101315,信用卡,9,持有
3287,101316,存款,32,持有
3288,101316,信用卡,9,持有
3289,101316,保險,43,持有
3290,101317,存款,38,持有
3291,101317,保險,43,持有
3292,101318,存款,15,持有
3293,101318,信用卡,6,持有
3294,101318,保險,23,持有
3295,101319,存款,20,持有
3296,101319,信用卡,38,持有
3297,101319,放款,1334,持有
3298,101320,存款,40,持有
3299,101321,存款,13,持有
3300,101322,存款,99,持有
3301,101322,信用卡,9,持有
3302,101322,財富管理,179,持有
3303,101323,存款,24,持有
3304,101324,存款,31,持有
